,dyad,subject,psize
0,D001,S028_,0.3509222664975565
1,D001,S028_,0.47939717999381504
2,D001,S028_,0.4749346474896472
3,D001,S028_,0.5588321559396214
4,D001,S028_,0.3743855048887841
5,D001,S028_,0.4666213640645195
6,D001,S028_,0.41214488522796094
7,D001,S028_,0.2421469334522032
8,D001,S028_,0.21089996601885688
9,D001,S028_,0.08580096898110329
10,D001,S028_,0.17506193581348783
11,D001,S028_,0.020974543471403505
12,D001,S028_,0.07121832500568683
13,D001,S028_,0.23672719501623005
14,D001,S028_,0.06403745291060539
15,D001,S028_,0.14009837228703498
16,D001,S028_,0.16225890069501087
17,D001,S028_,0.0606854113875013
18,D001,S028_,0.09592978640884121
19,D001,S028_,0.3707470113758325
20,D001,S028_,0.4154528518675063
21,D001,S028_,0.27202854792075487
22,D001,S028_,0.18563933148603073
23,D001,S028_,0.14542985661928
24,D001,S028_,0.159694895889506
25,D001,S028_,0.07297922972244933
26,D001,S028_,-0.1953975402792088
27,D001,S028_,-0.1636660939952483
28,D001,S028_,0.007443196360089129
29,D001,S028_,0.05347024401666116
30,D001,S028_,-0.05905340024148245
31,D001,S028_,0.04752423297594253
32,D001,S028_,0.014778848133427855
33,D001,S028_,-0.08688341251257856
34,D001,S028_,-0.16960225872815973
35,D001,S028_,0.0828984625829668
36,D001,S028_,0.11742687974817685
37,D001,S028_,0.14277660591690136
38,D001,S028_,0.2601370508570668
39,D001,S028_,0.28309951607699435
40,D001,S028_,0.12504487313415444
41,D001,S028_,-0.12480988689092172
42,D001,S028_,-0.1620626437040683
43,D001,S028_,0.08926090509644437
44,D001,S028_,0.22797849051247282
45,D001,S028_,0.3227678526906273
46,D001,S028_,0.32296943897379116
47,D001,S028_,0.29253317747330504
48,D001,S028_,-0.008778750492978552
49,D001,S028_,0.049238354216926995
50,D001,S028_,0.12504170221236768
51,D001,S028_,0.14327537786405184
52,D001,S028_,-0.11278833521855287
53,D001,S028_,-0.13483138003267747
54,D001,S028_,-3.676082637715794e-05
55,D001,S028_,0.02558346047494837
56,D001,S028_,-0.020769183940172953
57,D001,S028_,0.03827452567350872
58,D001,S028_,-0.12852480050559614
59,D001,S028_,-0.14748989308564783
60,D001,S028_,-0.08910719784257326
61,D001,S028_,-0.20745056767320785
62,D001,S028_,-0.2616195841437911
63,D001,S028_,-0.3552228591507028
64,D001,S028_,-0.3385098908233301
65,D001,S028_,-0.37556067620183176
66,D001,S028_,0.02385727566723964
67,D001,S028_,0.32615679616474486
68,D001,S028_,0.3345869021204127
69,D001,S028_,-0.03440572310533254
70,D001,S028_,-0.0035883588132089215
71,D001,S028_,-0.15918959783603912
72,D001,S028_,-0.358189313938798
73,D001,S028_,-0.07746065113043699
74,D001,S028_,0.04574021976801531
75,D001,S028_,0.015975008354017016
76,D001,S028_,-0.12135684080757292
77,D001,S028_,-0.06367339189159846
78,D001,S028_,0.023848288099349926
79,D001,S028_,-0.05351230591119988
80,D001,S028_,0.039076712975487184
81,D001,S028_,-0.08572016296962068
82,D001,S028_,-0.17988442710254274
83,D001,S028_,0.03275295388536204
84,D001,S028_,0.047494847905918694
85,D001,S028_,0.01016852303943756
86,D001,S028_,-0.08259082425026755
87,D001,S028_,0.16926887717399555
88,D001,S028_,0.15576769399001186
89,D001,S028_,0.3913137464701147
90,D001,S028_,0.4747404494958903
91,D001,S028_,0.2687090842834557
92,D001,S028_,0.32080483865238085
93,D001,S028_,-0.07664196715784666
94,D001,S028_,0.043389379908336655
95,D001,S028_,0.1824674829501181
96,D001,S028_,0.028242199661434226
97,D001,S028_,0.007826413634715776
98,D001,S028_,-0.2530864414872411
99,D001,S028_,-0.26204114239231235
100,D001,S028_,-0.2044166716571654
101,D001,S028_,-0.045855145372166804
102,D001,S028_,-0.1672152088391328
103,D001,S028_,-0.059960435903968115
104,D001,S028_,-0.042861431560839595
105,D001,S028_,-0.1267145483685555
106,D001,S028_,-0.21372775154004386
107,D001,S028_,-0.34900633008009213
108,D001,S028_,-0.23282658215875524
109,D001,S028_,-0.16912526402604733
110,D001,S028_,0.01098587146294987
111,D001,S028_,-0.2597659391484665
112,D001,S028_,-0.3886770835874779
113,D001,S028_,-0.30038364714138094
114,D001,S028_,-0.34480527311099973
115,D001,S028_,-0.3431076104189096
116,D001,S028_,-0.2881232379647116
117,D001,S028_,-0.2234856505505766
118,D001,S028_,-0.22943000894048998
119,D001,S028_,-0.3788328406272076
120,D001,S028_,-0.5641694542732019
121,D001,S028_,-0.3658928468697627
122,D001,S028_,-0.17916687718506843
123,D001,S028_,-0.334840015658027
124,D001,S028_,-0.18906070468738642
125,D001,S028_,-0.1672469459213667
126,D001,S028_,0.1296398044268369
127,D001,S028_,0.07370755924048768
128,D001,S028_,0.15426987527826166
129,D001,S028_,0.04035720522723367
130,D001,S028_,0.03488191713909775
131,D001,S028_,-0.07108411347779266
132,D001,S028_,-0.3949398359984004
133,D001,S028_,-0.41498389589924983
134,D001,S028_,-0.033996314711224086
135,D001,S028_,0.14563933008002533
136,D001,S028_,0.1348316822365146
137,D001,S028_,-0.17639807918156947
138,D001,S028_,-0.16559506939381724
139,D001,S028_,-0.21832627502928217
140,D001,S028_,-0.5748619153223246
141,D001,S028_,0.028982566892545067
142,D001,S028_,0.17182180249463574
143,D001,S028_,0.11788798352580518
144,D001,S028_,0.021833181579640693
145,D001,S028_,0.04404856031583902
146,D001,S028_,-0.03175975072367545
147,D001,S028_,-0.029496299369836568
148,D001,S028_,0.01617167915454525
149,D001,S028_,0.13023987895531267
150,D001,S028_,0.15929997561582843
151,D001,S028_,0.04250079083369348
152,D001,S028_,0.07274696936323219
153,D001,S028_,0.10618256600381347
154,D001,S028_,0.20545307195499826
155,D001,S028_,0.026194927571054905
156,D001,S028_,-0.08332779038380049
157,D001,S028_,-0.2941621961290876
158,D001,S028_,-0.24093909113452738
159,D001,S028_,-0.18951450403034714
160,D001,S028_,-0.13905955929870212
161,D001,S028_,-0.3329587365302379
162,D001,S028_,-0.46535437882992275
163,D001,S028_,-0.2662928107210634
164,D001,S028_,-0.09647453917244295
165,D001,S028_,-0.18304652120642756
166,D001,S028_,-0.141649360741628
167,D001,S028_,-0.23074190905977957
168,D001,S028_,-0.28465285327309264
169,D001,S028_,-0.397549479530575
170,D001,S028_,-0.5440572517751647
171,D001,S028_,-0.27809727923919386
172,D001,S028_,0.0009252262405703575
173,D001,S028_,-0.16527956285479142
174,D001,S028_,-0.03874754962866901
175,D001,S028_,0.18319891745438213
176,D001,S028_,0.280473037023206
177,D001,S028_,0.04752008864190443
178,D001,S028_,-0.44613823027905913
179,D001,S028_,-0.4278510141445052
180,D001,S028_,-0.2949396740725755
181,D001,S028_,-0.06409112920193868
182,D001,S028_,-0.07116116273394928
183,D001,S028_,-0.2513597967075553
184,D001,S028_,-0.6442352143230732
185,D001,S028_,-0.5729714627803688
186,D001,S028_,-0.2047243364526856
187,D001,S028_,0.08224786710769626
188,D001,S028_,-0.17314466355138325
189,D001,S028_,-0.25917054095559305
190,D001,S028_,-0.018118186196285364
191,D001,S028_,0.025366346954404075
192,D001,S028_,0.10511048955876756
193,D001,S028_,0.17324052329690703
194,D001,S028_,-0.13804510408175993
195,D001,S028_,0.043349257861606656
196,D001,S028_,0.16689824894531988
197,D001,S028_,0.06527890217091509
198,D001,S028_,0.0747329854098897
199,D001,S028_,0.36471474377589586
200,D001,S028_,0.12992849528007483
201,D001,S028_,0.02956646938215137
202,D001,S028_,0.2854405805228313
203,D001,S028_,0.32157317570126465
204,D001,S028_,0.557464338405088
205,D001,S028_,0.44088613699479967
206,D001,S028_,0.4498895774927314
207,D001,S028_,0.3511978308219394
208,D001,S028_,0.12812973704031733
209,D001,S028_,0.20630016418849362
210,D001,S028_,0.10381297071274156
211,D001,S028_,0.023428694809079668
212,D001,S028_,-0.211922609967243
213,D001,S028_,-0.18756854507150642
214,D001,S028_,-0.18101496345538956
215,D001,S028_,-0.18462862244278574
216,D001,S028_,-0.18627663214749354
217,D001,S028_,-0.28600701959723174
218,D001,S028_,-0.20863567537998506
219,D001,S028_,-0.16595551527449087
220,D001,S028_,-0.3456603054523268
221,D001,S028_,-0.2953166432937018
222,D001,S028_,-0.3245960380088949
223,D001,S028_,-0.1394377253000711
224,D001,S028_,-0.011328689651884027
225,D001,S028_,-0.023742992114721397
226,D001,S028_,0.008618056715591637
227,D001,S028_,0.05699740425182021
228,D001,S028_,-0.0024652044080963444
229,D001,S028_,-0.08557064455600678
230,D001,S028_,0.2534888124273153
231,D001,S028_,0.31182836537382536
232,D001,S028_,0.42380487287815305
233,D001,S028_,0.4688963861753023
234,D001,S028_,0.43538933750889774
235,D001,S028_,0.4065721517036757
236,D001,S028_,0.18014028376691352
237,D001,S028_,-0.06583643079253651
238,D001,S028_,0.04813438427157535
239,D001,S028_,-0.003169327657194132
240,D001,S028_,-0.06279457049047653
241,D001,S028_,-0.20990252018946656
242,D001,S028_,-0.11451107497328855
243,D001,S028_,0.06442790990956808
244,D001,S028_,0.10790930588338338
245,D001,S028_,0.24225754169593142
246,D001,S028_,-0.09796986228593167
247,D001,S028_,-0.1063667563843543
248,D001,S028_,0.01843315475994367
249,D001,S028_,0.03469675520203179
250,D001,S028_,-0.161669828164981
251,D001,S028_,-0.35608803427236624
252,D001,S028_,-0.5535155560911024
253,D001,S028_,-0.27309398869775003
254,D001,S028_,-0.0020806975427674883
255,D001,S028_,0.02279347723344958
256,D001,S028_,-0.0047496416214325285
257,D001,S028_,0.005076987074488811
258,D001,S028_,0.25118817896900764
259,D001,S028_,0.3821981135685006
260,D001,S028_,0.2918273170485082
261,D001,S028_,0.2520795349619176
262,D001,S028_,0.28038335910178236
263,D001,S028_,0.08026337614404412
264,D001,S028_,0.3201969456295059
265,D001,S028_,0.09923351301380243
266,D001,S028_,0.29880555857586283
267,D001,S028_,0.13444128717887108
268,D001,S028_,0.22551995710866188
269,D001,S028_,0.14483140333288347
270,D001,S028_,0.20863115269458157
271,D001,S028_,-0.0384219467819221
272,D001,S028_,0.26322332627922734
273,D001,S028_,0.21983500716854826
274,D001,S028_,0.04979905655938276
275,D001,S028_,0.1480477344500303
276,D001,S028_,0.45435155816317757
277,D001,S028_,0.3545043406624062
278,D001,S028_,0.24990275025529235
279,D001,S028_,0.2710076670908925
280,D001,S028_,0.47698322846126745
281,D001,S028_,0.5137094024358476
282,D001,S028_,0.4451015225286637
283,D001,S028_,0.19726030610627648
284,D001,S028_,0.1762827696476121
285,D001,S028_,0.0866197458391217
286,D001,S028_,-0.02329822150638828
287,D001,S028_,0.1391233197720951
288,D001,S028_,-0.001410646341971744
289,D001,S028_,0.05269502342682063
290,D001,S028_,0.12299965499576761
291,D001,S028_,0.07025284744778523
292,D001,S028_,0.14203093535686584
293,D001,S028_,-0.07791341113853385
294,D001,S028_,0.16018538488885847
295,D001,S028_,0.12551791357276879
296,D001,S028_,-0.07183609592136087
297,D001,S028_,0.002201950084419805
298,D001,S028_,0.1876421006553862
299,D001,S028_,0.1965905840064464
300,D001,S028_,0.2896242429442568
301,D001,S028_,0.13394600580994387
302,D001,S028_,-0.006094447140696372
303,D001,S028_,-0.045033816934991165
304,D001,S028_,-0.055144565214934514
305,D001,S028_,-0.08479625845954057
306,D001,S028_,-0.03883425661250753
307,D001,S028_,-0.03868405421732641
308,D001,S028_,0.006331932061678554
309,D001,S028_,0.08174333824317805
310,D001,S028_,0.27526267304926516
311,D001,S028_,0.3048297432497887
312,D001,S028_,0.1558110373355958
313,D001,S028_,0.006291114983887584
314,D001,S028_,-0.06756055609793782
315,D001,S028_,-0.13219531579026947
316,D001,S028_,0.014370002676090484
317,D001,S028_,-0.12379983051039617
318,D001,S028_,-0.2793937754602888
319,D001,S028_,-0.06779391568617281
320,D001,S028_,0.06019382724148932
321,D001,S028_,0.10840400029201251
322,D001,S028_,0.22829285105696379
323,D001,S028_,0.2831823097266502
324,D001,S028_,0.18147735531874326
325,D001,S028_,-0.059579873645063675
