"","pseudo_sync_ests","pseudo_ec_ests","pseudo_int_ests"
"1",-0.00301023625225816,0.00524483603769883,0.0142388116427435
"2",0.0207422082979433,-0.0133439346058882,0.00679018101421257
"3",0.00293334271568758,-0.0167626569804262,0.0109385655246082
"4",0.0037293855113254,-0.010258912973169,0.00883192016296304
"5",0.0153456644901273,-0.00676730107961714,-0.000797336604511415
"6",-0.00816705221217455,-0.00350515777041414,0.00140962110622327
"7",0.0253080925373019,0.0107861474078904,-0.0109331750492055
"8",-0.0188067191256205,-0.00984341811687745,0.00826635179133051
"9",0.0411283721118602,0.0205577723678744,-0.00737678962709155
"10",-0.00245490171167954,0.0194725618156634,0.00562231054609891
"11",0.0364040798235155,-0.000166081336414726,-0.0130498690896578
"12",0.0280983911295677,0.0339900917652328,-0.0132448511870105
"13",-0.0081336304140749,0.00556011373052059,0.000166576662714894
"14",-0.0203140848808204,0.0116612516938973,0.0188145945210268
"15",-0.0152551002775593,0.0167215867023382,0.0132247508824607
"16",0.00487684077708678,0.00614886743792195,-0.00627782955438043
"17",-0.012259508827938,-0.00566322036451585,0.0132223397613049
"18",0.0325357757699619,-0.0108330662598217,-0.0106938945975829
"19",0.0234851441632951,-0.00873788013131723,-0.0135349832291742
"20",0.00274129115682273,-0.00700469776065446,-0.000274571693881754
"21",0.0272000198418841,-0.000663165192021286,-0.00754530276921034
"22",0.00797159691107115,-0.00369601846294897,0.0019403328445323
"23",0.0387383072236397,-0.00778022955040989,-0.0194325039129514
"24",-0.00349571171830861,-0.00518796875050279,0.0095219514276299
"25",0.0131336443743677,-0.0286640686307605,-0.000124732050369728
"26",0.00378476844080978,-0.00747332636905145,0.00628680649520387
"27",0.0240370006668707,0.0184534620393166,-0.0112507042986699
"28",0.0142327056701247,-0.00966720754553619,-0.000221789372133695
"29",-0.00223596216305343,-0.00432129003134649,0.00534593985140973
"30",0.00459987559162539,0.00278325270543345,-0.000775995008815152
"31",0.040446143847866,-0.0100720531997309,-0.0154382984307118
"32",0.0467576296155447,-0.0066657959407809,-0.00946283423082896
"33",0.00198081763776761,0.0183319936926331,-0.000741807662330851
"34",0.0423508136912885,0.00437501237704709,-0.0102592108472032
"35",-0.00409000413266589,0.022788399146635,0.0012615138878761
"36",0.0301031163513673,-0.0173717882494868,-0.014156498312125
"37",-0.0081813009071555,0.0110500264162244,0.0104376703399871
"38",0.0151518541365581,-0.0209249142887099,0.000627775399378042
"39",0.0156387701120906,0.00607252292258004,-0.000170065804832927
"40",0.0252747149975278,0.00506702325261103,-0.00248969744649578
"41",0.0185834140214248,0.0140299611563491,-0.000625749694160719
"42",0.00921998276081266,-0.00978081568566677,0.00692579460463713
"43",0.0171280164644651,0.000572697070193222,-0.00931389268608572
"44",0.0321069973139141,-0.00990893343412665,-0.0103017842430699
"45",0.0357255358909548,-0.00344914823411881,-0.0181009845019798
"46",0.00513853758491466,0.0193305019098743,-0.00454357528285812
"47",0.0203555626926002,0.0192730372028391,-0.0138633998624416
"48",0.0267062350114519,-0.0216423216951392,-0.0137071145211959
"49",0.0258472907986006,-0.00501554198938085,-0.00796764425552198
"50",0.0175773194707851,-0.0200375597362779,-0.00543646659179953
"51",0.0419741780302421,0.0199619064898819,-0.0253068109884268
"52",0.0116322064689049,-0.0104006325196379,-0.00164917120476161
"53",0.0240432484679242,-0.0151322680773433,-0.00285170939249664
"54",0.0216674338876809,-0.017738378199301,0.00238783104325356
"55",0.00628555683414773,0.00058126513770496,-0.00645444086032189
"56",0.0022121638424454,-0.00747342523546205,0.00846033922050658
"57",5.07379552350622e-05,-0.0130297614825557,0.00445308639469331
"58",0.0297751903225299,-0.0169803836159559,-0.0114634867208298
"59",0.0180305224173834,-0.0184435492752513,0.000203412432117728
"60",0.0129816965350041,-0.000580863214245739,0.000960371909531243
"61",0.0174400143832161,-0.0250135340374871,-0.0104563809811395
"62",0.0019182901831015,-0.0239798027929126,0.00567065931329806
"63",0.0243885360054029,0.00605979976813285,-0.0129494754401425
"64",-0.0150634369523504,0.013448895002938,0.00552028900326975
"65",0.00627032402305495,-0.017367599431878,-0.00899327135572557
"66",-0.00198922442006657,-0.00181953335285475,0.00859913260070389
"67",-0.0307153773113901,-0.0195656694912613,0.0226578704142607
"68",0.0467607461472225,-0.0148452490707503,-0.0315248007291323
"69",0.00723411186393678,0.00460950216116469,0.000415741501397388
"70",-0.00315498685760052,-0.000488304989537338,0.00814919217171967
"71",0.0304386422059811,0.00389821747264974,-0.0260353853111286
"72",-0.001739124648764,-0.010688935329626,0.0100689709080206
"73",0.0269243599568317,0.00970211460423995,-0.00663853104843663
"74",0.0199036086370594,0.0110601177205493,-0.00421693194654137
"75",0.0373858924774319,-0.022908443535895,-0.0139125528596419
"76",0.0385499314491701,0.00621970947255079,-0.00592681691684908
"77",-0.0224834633345695,-0.0036314550217587,0.0194985490526268
"78",0.017855185956795,0.00770710129449216,-0.0083886268622546
"79",0.0123431634218462,-0.00493663635988807,0.00105483045201272
"80",-0.00320454503961737,-0.0138260656813416,-0.00951503186020752
"81",-0.00492201864290614,-0.00493048509247095,0.0098094763070874
"82",0.00890681157357095,0.00617031771677143,-0.00866947527804882
"83",0.0037921585840498,0.0189104586613769,-0.00180995070046734
"84",0.0272622125410147,0.000527767195238838,-0.0145778307697156
"85",0.00323830446696772,-0.0142714683530139,0.0101518322475419
"86",0.0072313316708636,0.00668424113999718,-0.0018149024269071
"87",0.0164084302365587,-0.0099903603274192,-0.0101753173672215
"88",0.0324974370655249,0.00249377610839713,-0.0172291103658031
"89",0.0284117927638781,-0.00398776963882962,-0.0230512314730066
"90",-0.0199263715256282,-0.00600921322654807,0.00872541433982506
"91",0.0272364474293141,-0.00123282868694572,-0.00521551417220236
"92",0.0271692405603205,-0.00570475808016586,-0.00750121775680734
"93",0.0445670537600065,0.0187444099368634,-0.012585976442369
"94",-0.00577077358360548,-0.00352405932403375,0.00782150213595698
"95",0.0086809452248891,0.0124570783812195,0.00402029446458372
"96",0.0200183365483838,0.0124251448682642,-0.0136042850040943
"97",0.0031197267046931,0.00846002962297256,0.000761918652796636
"98",0.0113602449201739,-0.0065291983613407,-0.00856390391847537
"99",0.0109968104512057,-0.0209380439883928,-0.00983766302368786
"100",0.00139802662859448,-0.00360011456946995,0.0139221355504965
"101",0.0423392992382192,-0.00342547497109956,-0.022787166796288
"102",0.00635993254782843,-0.00361940568312939,0.00266529226665207
"103",0.0144210061895903,-0.0060685281726404,0.0112421824261738
"104",0.0326353421068333,0.00525248153220124,-0.0175006307300123
"105",0.04158787953224,-0.0027672371705043,-0.0170280589063673
"106",0.0332239016514111,-0.0291360071282608,-0.0163851550536435
"107",0.0355271754228306,-0.0025452999956127,-0.0131105503949859
"108",0.0112346062552777,0.00248333089048091,-0.00565748023688259
"109",0.00624059712095573,-0.00147625404948708,-0.00191640835748553
"110",-0.00212689654185843,-0.00638103134775376,0.0127953468462587
"111",0.0306322262633871,-0.000797238134622822,-0.00322257285880139
"112",0.00888749066930188,0.00138715403668725,0.00215099742225512
"113",0.00292296249965198,-0.0141875068851075,0.00505616878482422
"114",0.0196893156004319,-0.00625122028643276,-0.00756677805085209
"115",0.0181114643712344,-0.00591985127480597,-0.00130380718241856
"116",0.00216687384918195,0.0068199726230071,-0.00166901355604876
"117",0.00180109245322884,0.00208748988199999,0.013688698069198
"118",-0.00779037932123263,-0.00480379729642823,0.012289490048628
"119",0.0218929993816788,-0.0161345236531192,-0.01003300069312
"120",0.0286169527706174,0.00383236465067069,-0.00513774528936581
"121",0.0244530199622403,-0.0140871875486139,-0.0171928896957506
"122",0.00505616656559684,-0.0155958853460289,0.00276519655013602
"123",0.0467810616824835,-0.0308523469320345,-0.0189809475713881
"124",0.00370699882143494,-0.00937558660800402,0.00251545361242072
"125",0.00583711453898933,-0.0172361406796425,0.00966048595244023
"126",0.0339724204436215,-0.00618789526026145,-0.00329934092472846
"127",0.0149143048491124,-0.00799922999176782,-0.00203796040420567
"128",0.0210484265093409,0.0282426034553442,-0.0091056760545014
"129",0.00622909815335982,-0.012674049246033,0.00152647181973037
"130",-0.00175116560033955,-0.0214011412410815,-0.00159310944389118
"131",0.0253715755507118,0.00450834768795003,-0.00781376356959647
"132",0.0110285061132343,-0.0152475664781342,0.00324035176354046
"133",0.0139237950922666,-0.0117122195956205,-0.0082047014485173
"134",0.0422122586398977,-0.0101892939652136,-0.00947536224390634
"135",0.0271750882466628,0.00902103269880966,-0.0110082865877293
"136",0.0113942097890368,-0.021973228298318,-0.00733694768964753
"137",-0.0239523406642161,0.0175134464795333,0.0139149925248031
"138",0.017969738482023,0.0177791035082932,-0.00440910605863348
"139",0.0568530404527019,0.0385941733962217,-0.0262999312277938
"140",0.029253409677966,-0.0138371068964707,-0.00208278907354041
"141",0.0092968094910598,-0.0111023923147363,0.00108088546309677
"142",0.00248951174995559,-0.00978858277570791,-0.00554316792753382
"143",0.0401123116794461,0.00523771439338519,-0.0177338101551442
"144",0.023229785338122,-0.00730055834152894,-0.0129366926694411
"145",0.0083510808693641,-0.0201166293832967,-0.0117837390582897
"146",0.0217302853284857,0.008831597362248,0.00736149425521885
"147",0.0344504245006348,-0.0235489656234824,-0.0130562204843175
"148",0.0318146978913485,-0.00131436923284852,-0.0147852767227423
"149",0.00525767476249001,0.00433328570018245,0.00327142331086274
"150",0.0445894551499911,0.00504140958588119,-0.0235944295166544
"151",0.0171033555300036,0.00984650863601803,0.00277208892739815
"152",-0.0133970684865318,0.0151325989029363,0.0150053756523327
"153",0.0199693064982932,-0.00468120940613353,0.000121720788666752
"154",0.033754530173712,-0.00573416770380586,-0.0154977280823208
"155",0.0104600947400111,0.0143221646653617,0.00284702107438172
"156",0.00738641726667075,-6.70169602693052e-05,0.000828073582222838
"157",0.0472532295295085,-0.000876319232332337,-0.0154889040677265
"158",0.00841535516764096,0.00098823884819836,-0.00220115806887071
"159",0.0425807707401584,-0.00133298741055382,-0.0148570623430571
"160",0.0526910725167793,0.00104739239453437,-0.0354127921089287
"161",-0.00496254357273206,0.00716211629426566,0.0122703416708991
"162",-0.00905020928095935,0.00628340590302131,0.00851597779479254
"163",0.0482751148876146,0.00758793025883132,-0.00511040373660402
"164",0.021814235379349,0.0186988040371451,-0.00845367019111446
"165",0.00167994205849354,0.00405296027298977,-0.000582889251268067
"166",0.0491743632889069,-0.0188244944192664,-0.0321846370019283
"167",0.0159125627379592,-0.0142070545375721,-0.00228167610578747
"168",0.0114891122615921,-0.012969818405614,-0.00307578069403189
"169",-0.00887340387951163,-0.0167127050641717,0.0115438668831892
"170",0.0199324598053045,-0.0137502580012646,-0.0100859728175696
"171",0.0253974608833828,0.0054953980781361,-0.0238615543326736
"172",0.0244679295278339,-0.0225018128281869,-0.0153884653257065
"173",0.000737699988138927,0.00304625205028675,0.00191228620164321
"174",0.0201684186674378,0.0198589145376139,-0.00849864319340184
"175",-0.00209112927650271,0.00707441279898045,0.00747897672260165
"176",0.0293363619330475,0.012530135062758,-0.00381107911196232
"177",0.0206145864462132,0.0231362847899973,0.00064166273377397
"178",0.0191358051906443,0.0198059688394295,-0.00620797924131957
"179",0.0371151091920118,-0.00362829490941819,-0.0101843649552859
"180",0.0207163862200385,0.00879560637040827,-0.00660612737305811
"181",0.0107524239697203,-0.0126044580177378,0.00265456962679507
"182",0.00855399394690396,-0.0173979822264706,0.00281421122321497
"183",0.0344063142262448,-0.0159160306010337,-0.0218281555779042
"184",0.0247406277010092,-0.0110393590136582,-0.0209964009206991
"185",0.00643965754026683,0.00882277185567766,0.00185260748906697
"186",0.0239090982227921,-0.00519773326725292,0.0050261394842466
"187",0.0318611681183328,0.00559912185093959,-0.0172190159472167
"188",-0.0116973743190659,-0.0129987729920998,0.0221339136290846
"189",0.0256661364882372,0.00828766157711231,-0.012743598760679
"190",0.0180176519283243,0.0191732244542717,-0.0059519302581099
"191",0.0133638493404172,0.00289453124882985,-0.011482038917012
"192",-0.0149444646896823,0.00060447901599116,0.00884700297454187
"193",0.0374343205887237,0.0209587051287252,-0.0125944182678862
"194",-0.0126361664736811,0.0284255260141957,0.00912959234717541
"195",0.0166744378596941,0.0054042782798554,0.00244216878793789
"196",0.0227525565733548,0.0217320446416565,0.00115359786155983
"197",0.00797308732330577,-0.0096280925937051,-0.00743423100162009
"198",0.0543394723393416,0.0109522605298181,-0.0168358546194368
"199",-0.00648738234017191,-0.00257892704382108,0.00700679883401316
"200",-0.00442362239626837,-0.00587041867252821,0.020557214760192
"201",0.016978915125074,0.0197857094051097,0.000402633024784065
"202",0.021446373507471,0.00668419311460165,0.0028752670529279
"203",-0.00193645169107011,0.0238579497784873,0.000410549484130954
"204",0.010810469157753,-0.000484488463771144,-0.00176763875265035
"205",0.040842095832905,0.0117751438664642,-0.0286255580383185
"206",-0.00280584951312367,-0.0107936116585171,0.00933687176654772
"207",0.0560006644147853,0.000895167138066985,-0.025621415103001
"208",0.0282821002267272,-0.00126892885144327,-0.0221422038649728
"209",0.0355030763144796,0.0166204512783852,-0.00434239089579389
"210",0.00349580920824713,-0.0190692090414865,0.00245983927955873
"211",-0.00566085165897654,-0.000970382050162963,0.0047140920268952
"212",0.0388701384820584,-0.000200522608486838,-0.017750573300668
"213",0.0232674362255343,0.0143228818526834,0.00179032852984302
"214",0.019475506455671,-0.00250829397352226,-0.0113252077187275
"215",0.0219587660856013,-0.00761677027525466,-0.00128790278656215
"216",-0.0131547838817078,-0.00108364013939566,0.0109520284072242
"217",0.030149221223146,-0.0142021654994123,-0.00659626672556953
"218",0.0178000663755184,-0.0191893079515032,-0.0118702397685437
"219",0.00945771112732034,-0.00426808295046542,-0.00517097467991975
"220",-0.0126565894883617,-0.00806644968301989,0.0164133192740722
"221",0.0510076429204594,-0.000764483236242095,-0.0253746961680772
"222",0.0137192856883525,0.000549960439767179,-0.00592740594392949
"223",-0.0034578825271552,-0.0178012291378176,0.0126119940634243
"224",0.0162085417835751,-0.00368494708462785,-0.00507490884350734
"225",0.0287204793912586,0.00908409769591734,-0.0162598665663784
"226",0.0271012313425492,0.0061653720289356,-0.00812833758628552
"227",-0.00992491484071458,0.0209689757087829,0.0185932719485993
"228",0.0267636922408599,-0.00754769342352076,-0.0242906992547112
"229",0.0214751456547595,-0.0159942227996199,-0.00466466846300228
"230",0.0582012999229914,-0.00859955263524658,-0.0151260918351719
"231",-0.0113975703631717,0.00383514202731987,0.00658347411405129
"232",0.00863102943925733,-0.00684302842479057,0.00791102948364431
"233",0.00226930796178112,0.0103855930347382,0.00079684834982891
"234",0.0230729380754886,0.0116367548556924,-0.00954385066052768
"235",0.000226290446002671,0.00994445388891163,-0.00131551889056283
"236",0.0137978075391916,0.00869022287634262,-0.00532251889233411
"237",-0.0013766924895772,-0.0157358545869216,0.00010361935567478
"238",0.0253021139001095,-0.00840268947307677,-0.0159622623281587
"239",0.0231559016491352,-0.00144088780316251,-0.00324985673773608
"240",0.0152907712978296,-0.0216484280950976,0.0023890691296106
"241",0.033455732870153,-0.0126174711535014,-0.0178660249400946
"242",0.00172871395922946,-0.0344545723338604,0.00538394166422367
"243",0.0230421499734044,-0.00926688112584875,-0.012039277882347
"244",0.0258612333003985,-0.00593490625840473,-0.00582522173909613
"245",0.02181410860671,0.00212735542523971,-0.00363680216592526
"246",-0.00512391269405661,-0.0157954070214312,0.00123010598858316
"247",0.0185005333390031,-0.0069401722541299,-0.00459992972790775
"248",0.00953915584841601,0.0177554610558769,-0.00739266608117802
"249",-0.0169786181522217,0.025021825231822,0.0105001429765883
"250",0.0194186788799081,0.00740411592652353,-0.0126819501509944
"251",-0.0245032933405252,-0.0251716660881123,0.0236418682393223
"252",-0.00284110444183476,0.0161180151952257,0.00885348518118717
"253",0.0241321027114489,-0.0105794899235594,-0.0113507652418417
"254",0.00150349547200495,0.004882050079546,0.00663129424267438
"255",0.0232726267543351,0.00503151065089459,0.00479063112621004
"256",0.0144766864209485,0.0154746304366394,-0.00277463220329308
"257",0.0267031737006343,-0.00298858614239389,-0.00870370417532095
"258",-0.00164083141743138,0.0295267914002359,0.0107861215255953
"259",0.0179744391534643,0.00624896034920117,-0.00450228441182049
"260",0.0128956532710032,-0.0451154178981739,0.00765506665922465
"261",-0.0135189454291036,0.0147252373328121,0.0109516519387455
"262",0.0374630275672499,-0.00647644538846264,-0.0162180435542189
"263",0.0299192361663085,-0.028353286811562,-0.00398150920503101
"264",0.0246795547512149,0.0102376748096023,-0.00863539052609346
"265",0.0167924022044557,-0.000987446817738172,-0.00372117062129399
"266",0.0247995224425288,-0.00236651242785142,-0.0131196700589622
"267",0.0261473947568755,-0.00890375575276088,-7.21032974330711e-05
"268",0.0266767670802367,0.00556087056091577,-0.000320087818683082
"269",0.0142019507418258,0.00741795251197196,-0.0049555023276558
"270",0.0396175494841746,-0.0112336495343648,-0.00755555069216041
"271",0.0412652199543532,-0.00969061949219648,-0.0194907188531331
"272",0.010965474361636,-0.025788688484015,0.00543177348565803
"273",0.0281208336028185,0.0223692552356266,-0.00602543887786134
"274",0.0036867570390001,0.000397176778646499,-0.00195595116320531
"275",0.0402398568401556,-0.00865099127117549,-0.0219243053452034
"276",0.00737594994793784,-0.00502016426710617,5.64183926092568e-05
"277",0.0272065193801366,-0.0120673938170493,-0.0103708290477259
"278",-0.000462382264218686,0.0021466959031243,0.00983338116777391
"279",0.024871517278474,-0.0254346972744532,-0.00737201459849054
