,dyad,ec,ec_avg
3573,D006,1.0,1.0
3574,D006,1.0,0.288
3575,D006,1.0,0.947
3576,D006,0.0,0.38
3577,D006,1.0,0.672
3578,D006,0.0,0.0
3579,D006,0.0,0.562
3580,D006,0.0,0.333
3581,D006,1.0,0.537
3582,D006,0.0,0.767
3583,D006,1.0,0.451
3584,D006,1.0,0.763
3585,D006,0.0,0.0
3586,D006,0.0,0.0
3587,D006,0.0,0.0
3588,D006,0.0,0.515
3589,D006,0.0,0.0
3590,D006,0.0,0.03
3591,D006,1.0,0.923
3592,D006,0.0,0.0
3593,D006,0.0,0.054
3594,D006,1.0,0.423
3595,D006,0.0,0.0
3596,D006,0.0,0.0
3597,D006,0.0,0.0
3598,D006,0.0,0.916
3599,D006,1.0,0.453
3600,D007,0.0,0.0
3601,D007,0.0,0.0
3602,D007,0.0,0.0
3603,D007,0.0,0.924
3604,D007,1.0,1.0
3605,D007,1.0,0.578
3606,D007,1.0,0.552
3607,D007,0.0,0.0
3608,D007,0.0,0.0
3609,D007,0.0,0.339
3610,D007,1.0,1.0
3611,D007,1.0,0.621
3612,D007,1.0,1.0
3613,D007,1.0,1.0
3614,D007,1.0,0.2
3615,D007,1.0,0.88
3616,D007,0.0,0.155
3617,D007,1.0,0.009
3618,D007,0.0,0.0
3619,D007,0.0,0.0
3620,D007,0.0,0.0
3621,D007,0.0,0.812
3622,D007,1.0,0.546
3623,D007,0.0,0.0
3624,D007,0.0,0.457
3625,D007,1.0,1.0
3626,D007,1.0,0.769
3627,D007,0.0,0.199
3628,D007,1.0,1.0
3629,D007,1.0,0.588
3630,D007,0.0,0.0
3631,D007,0.0,0.32
3632,D007,1.0,0.833
3633,D007,0.0,0.0
3634,D007,0.0,0.476
3635,D007,0.0,0.0
3636,D007,0.0,0.0
3637,D007,0.0,0.0
3638,D007,0.0,0.57
3639,D007,1.0,0.226
3640,D007,0.0,0.2
3641,D007,1.0,0.869
3642,D007,0.0,0.47
3643,D007,0.0,0.34
3644,D007,1.0,1.0
3645,D007,1.0,1.0
3646,D007,1.0,0.554
3647,D007,0.0,0.782
3648,D007,1.0,0.84
3649,D007,0.0,0.37
3650,D007,0.0,0.176
3651,D007,0.0,0.38
3652,D007,1.0,1.0
3653,D007,1.0,1.0
3654,D007,1.0,1.0
3655,D007,1.0,1.0
3656,D007,1.0,0.048
3657,D007,0.0,0.148
3658,D007,0.0,0.074
3659,D007,1.0,1.0
3660,D007,1.0,0.188
3661,D007,0.0,0.0
3662,D007,0.0,0.963
3663,D007,1.0,1.0
3664,D007,1.0,0.589
3665,D007,0.0,0.414
3666,D007,1.0,1.0
3667,D007,1.0,1.0
3668,D007,1.0,0.121
3669,D007,0.0,0.0
3670,D007,0.0,0.0
3671,D007,0.0,0.03
3672,D007,1.0,0.114
3673,D007,0.0,0.793
3674,D007,1.0,0.248
3675,D007,0.0,0.0
3676,D007,0.0,0.0
3677,D007,0.0,0.16
3678,D007,1.0,0.669
3679,D007,0.0,0.083
3680,D007,0.0,0.333
3681,D007,1.0,1.0
3682,D007,1.0,1.0
3683,D007,1.0,0.048
3684,D007,0.0,0.0
3685,D007,0.0,0.0
3686,D007,0.0,0.0
3687,D007,0.0,0.0
3688,D007,0.0,0.919
3689,D007,1.0,0.479
3690,D007,1.0,0.72
3691,D007,0.0,0.0
3692,D007,0.0,0.0
3693,D007,0.0,0.0
3694,D007,0.0,0.013
3695,D007,1.0,0.094
3696,D007,0.0,0.0
3697,D007,0.0,0.0
3698,D007,0.0,0.0
3699,D007,0.0,0.0
3700,D007,0.0,0.025
3701,D007,1.0,0.429
3702,D007,0.0,0.0
3703,D007,0.0,0.018
3704,D007,0.0,0.174
3705,D007,0.0,0.0
3706,D007,0.0,0.384
3707,D007,1.0,0.726
3708,D007,0.0,0.0
3709,D007,0.0,0.0
3710,D007,0.0,0.815
3711,D007,0.0,0.0
3712,D007,0.0,0.0
3713,D007,0.0,0.0
3714,D007,0.0,0.0
3715,D007,0.0,0.0
3716,D007,0.0,0.079
3717,D007,1.0,1.0
3718,D007,1.0,1.0
3719,D007,1.0,0.429
3720,D007,0.0,0.0
3721,D007,0.0,0.0
3722,D007,0.0,0.0
3723,D007,0.0,0.04
3724,D007,1.0,1.0
3725,D007,1.0,1.0
3726,D007,1.0,0.841
3727,D007,0.0,0.295
3728,D007,0.0,0.0
3729,D007,0.0,0.0
3730,D007,0.0,0.0
3731,D007,0.0,0.0
3732,D007,0.0,0.0
3733,D007,0.0,0.39
3734,D007,0.0,0.0
3735,D007,0.0,0.0
3736,D007,0.0,0.0
3737,D007,0.0,0.0
3738,D007,0.0,0.132
3739,D007,0.0,0.512
3740,D007,1.0,1.0
3741,D007,1.0,0.662
3742,D007,0.0,0.0
3743,D007,0.0,0.0
3744,D007,0.0,0.0
3745,D007,0.0,0.0
3746,D007,0.0,0.17
3747,D007,1.0,1.0
3748,D007,1.0,0.537
3749,D007,1.0,0.828
3750,D007,0.0,0.545
3751,D007,1.0,0.369
3752,D007,0.0,0.337
3753,D007,1.0,1.0
3754,D007,1.0,0.291
3755,D007,0.0,0.171
3756,D007,1.0,0.59
3757,D007,0.0,0.452
3758,D007,1.0,1.0
3759,D007,1.0,0.3
3760,D007,0.0,0.514
3761,D007,0.0,0.0
3762,D007,0.0,0.086
3763,D007,1.0,0.754
3764,D007,0.0,0.0
3765,D007,0.0,0.368
3766,D007,0.0,0.066
3767,D007,1.0,0.157
3768,D007,0.0,0.205
3769,D007,0.0,0.0
3770,D007,0.0,0.0
3771,D007,0.0,0.0
3772,D007,0.0,0.0
3773,D007,0.0,0.317
3774,D007,1.0,0.527
3775,D007,0.0,0.825
3776,D007,1.0,1.0
3777,D007,1.0,0.258
3778,D007,0.0,0.619
3779,D007,1.0,0.548
3780,D007,0.0,0.0
3781,D007,0.0,0.341
3782,D007,1.0,0.87
3783,D007,1.0,0.025
3784,D007,0.0,0.0
3785,D007,0.0,0.0
3786,D007,0.0,0.49
3787,D007,1.0,0.626
3788,D007,0.0,0.207
3789,D007,1.0,0.704
3790,D007,0.0,0.0
3791,D007,0.0,0.0
3792,D007,0.0,0.0
3793,D007,0.0,0.0
3794,D007,0.0,0.0
3795,D007,0.0,0.0
3796,D007,0.0,0.0
3797,D007,0.0,0.0
3798,D007,0.0,0.0
3799,D007,0.0,0.0
3800,D007,0.0,0.0
3801,D007,0.0,0.0
3802,D007,0.0,0.531
3803,D007,1.0,0.845
3804,D007,0.0,0.032
3805,D007,0.0,0.0
3806,D007,0.0,0.0
3807,D007,0.0,0.02
3808,D007,1.0,1.0
3809,D007,1.0,1.0
3810,D007,1.0,0.559
3811,D007,0.0,0.0
3812,D007,0.0,0.0
3813,D007,0.0,0.0
3814,D007,0.0,0.0
3815,D007,0.0,0.0
3816,D007,0.0,0.085
3817,D007,1.0,0.581
3818,D007,0.0,0.0
3819,D007,0.0,0.212
3820,D007,0.0,0.128
3821,D007,1.0,0.135
3822,D007,0.0,0.825
3823,D007,1.0,1.0
3824,D007,1.0,0.953
3825,D007,0.0,0.0
3826,D007,0.0,0.0
3827,D007,0.0,0.106
3828,D007,0.0,0.0
3829,D007,0.0,0.263
3830,D007,0.0,0.0
3831,D007,0.0,0.317
3832,D007,1.0,1.0
3833,D007,1.0,0.475
3834,D007,0.0,0.0
3835,D007,0.0,0.0
3836,D007,0.0,0.541
3837,D007,1.0,1.0
3838,D007,1.0,1.0
3839,D007,1.0,1.0
3840,D007,1.0,0.918
3841,D007,0.0,0.0
3842,D007,0.0,0.0
3843,D007,0.0,0.0
3844,D007,0.0,0.45
3845,D007,1.0,0.702
3846,D007,1.0,1.0
3847,D007,1.0,0.509
3848,D007,0.0,0.699
3849,D007,1.0,0.821
3850,D007,0.0,0.716
3851,D007,1.0,0.618
3852,D007,1.0,0.705
3853,D007,1.0,0.029
3854,D007,0.0,0.052
3855,D007,1.0,0.303
3856,D007,0.0,0.163
3857,D007,1.0,1.0
3858,D007,1.0,0.654
3859,D007,0.0,0.75
3860,D007,0.0,0.0
3861,D007,0.0,0.299
3862,D007,0.0,0.0
3863,D007,0.0,0.0
3864,D007,0.0,0.384
3865,D007,1.0,0.079
3866,D007,0.0,0.0
3867,D007,0.0,0.128
3868,D007,1.0,0.736
3869,D007,1.0,1.0
3870,D007,1.0,1.0
3871,D007,1.0,1.0
3872,D007,1.0,1.0
3873,D007,1.0,1.0
3874,D007,1.0,0.65
3875,D007,1.0,0.331
3876,D007,1.0,0.241
3877,D007,1.0,1.0
3878,D007,1.0,0.923
3879,D007,0.0,0.37
3880,D007,1.0,0.22
3881,D007,0.0,0.0
3882,D007,0.0,0.0
3883,D007,0.0,0.406
3884,D007,1.0,1.0
3885,D007,1.0,0.274
3886,D007,0.0,0.0
3887,D007,0.0,0.0
3888,D007,0.0,0.869
3889,D007,1.0,0.55
3890,D007,1.0,0.029
3891,D007,0.0,0.864
3892,D007,1.0,0.509
3893,D007,0.0,0.64
3894,D007,1.0,0.809
3895,D007,0.0,0.854
3896,D007,1.0,1.0
3897,D007,1.0,0.101
3898,D007,0.0,0.0
3899,D007,0.0,0.0
3900,D007,0.0,0.087
3901,D007,1.0,0.922
3902,D007,0.0,0.0
3903,D007,0.0,0.775
3904,D007,1.0,1.0
3905,D007,1.0,1.0
3906,D007,1.0,0.298
3907,D007,0.0,0.0
3908,D007,0.0,0.0
3909,D007,0.0,0.0
3910,D007,0.0,0.0
3911,D007,0.0,0.0
3912,D007,0.0,0.0
3913,D007,0.0,0.54
3914,D007,1.0,0.513
3915,D007,0.0,0.0
3916,D007,0.0,0.35
3917,D007,0.0,0.0
3918,D007,0.0,0.616
3919,D007,1.0,0.666
3920,D007,1.0,0.149
3921,D007,0.0,0.836
3922,D007,1.0,0.869
3923,D007,0.0,0.878
3924,D007,1.0,0.226
3925,D007,0.0,0.198
3926,D007,0.0,0.0
3927,D007,0.0,0.234
3928,D007,1.0,0.814
3929,D007,0.0,0.539
3930,D007,1.0,0.129
3931,D007,0.0,0.0
3932,D007,0.0,0.0
3933,D007,0.0,0.75
3934,D007,1.0,1.0
3935,D007,1.0,0.119
3936,D007,0.0,0.0
3937,D007,0.0,0.343
3938,D007,1.0,0.269
3939,D007,0.0,0.0
3940,D007,0.0,0.407
3941,D007,1.0,0.095
3942,D007,0.0,0.238
3943,D007,1.0,1.0
3944,D007,1.0,0.064
3945,D007,0.0,0.849
3946,D007,1.0,0.629
3947,D007,0.0,0.0
3948,D007,0.0,0.0
3949,D007,0.0,0.0
3950,D007,0.0,0.0
3951,D007,0.0,0.287
3952,D007,0.0,0.514
3953,D007,0.0,0.414
3954,D007,0.0,0.13
3955,D007,0.0,0.0
3956,D007,0.0,0.0
3957,D007,0.0,0.965
3958,D007,1.0,0.956
3959,D007,0.0,0.337
3960,D007,0.0,0.1
3961,D007,1.0,1.0
3962,D007,1.0,0.67
3963,D007,0.0,0.701
3964,D007,0.0,0.0
3965,D007,0.0,0.0
3966,D007,0.0,0.398
3967,D007,1.0,1.0
3968,D007,1.0,0.799
3969,D007,0.0,0.948
3970,D007,1.0,0.214
3971,D007,1.0,0.594
3972,D007,0.0,0.0
3973,D007,0.0,0.0
3974,D007,0.0,0.541
3975,D007,0.0,0.0
3976,D007,0.0,0.375
3977,D007,1.0,0.995
3978,D007,0.0,0.0
3979,D007,0.0,0.042
3980,D007,1.0,0.254
3981,D007,0.0,0.656
3982,D007,0.0,0.0
3983,D007,0.0,0.0
3984,D007,0.0,0.0
3985,D007,0.0,0.834
3986,D007,1.0,1.0
3987,D007,1.0,0.717
3988,D007,1.0,0.841
3989,D007,0.0,0.253
3990,D007,1.0,1.0
3991,D007,1.0,0.964
3992,D007,0.0,0.279
3993,D007,1.0,0.979
3994,D007,0.0,0.0
3995,D007,0.0,0.056
3996,D007,0.0,0.0
3997,D007,0.0,0.0
3998,D007,0.0,0.0
3999,D007,0.0,0.0
4000,D007,0.0,0.0
4001,D007,0.0,0.292
4002,D007,1.0,1.0
4003,D007,1.0,0.568
4004,D007,1.0,1.0
4005,D007,1.0,0.182
4006,D007,0.0,0.0
4007,D007,0.0,0.0
4008,D007,0.0,0.0
4009,D007,0.0,0.0
4010,D007,0.0,0.0
4011,D007,0.0,0.459
4012,D007,1.0,0.04
4013,D007,0.0,0.148
4014,D007,1.0,1.0
4015,D007,1.0,0.597
4016,D007,1.0,0.004
4017,D007,0.0,0.063
4018,D007,1.0,0.569
4019,D007,0.0,0.0
4020,D007,0.0,0.423
4021,D007,0.0,0.0
4022,D007,0.0,0.0
4023,D007,0.0,0.0
4024,D007,0.0,0.0
4025,D007,0.0,0.0
4026,D007,0.0,0.0
4027,D007,0.0,0.0
4028,D007,0.0,0.45
4029,D007,0.0,0.054
4030,D007,1.0,1.0
4031,D007,1.0,1.0
4032,D007,1.0,0.558
4033,D007,0.0,0.343
4034,D007,0.0,0.623
4035,D007,0.0,0.726
4036,D007,0.0,0.0
4037,D007,0.0,0.0
4038,D007,0.0,0.0
4039,D007,0.0,0.0
4040,D007,0.0,0.0
4041,D007,0.0,0.0
4042,D007,0.0,0.0
4043,D007,0.0,0.511
4044,D007,1.0,0.579
4045,D007,1.0,0.049
4046,D007,0.0,0.0
4047,D007,0.0,0.0
4048,D007,0.0,0.0
4049,D007,0.0,0.0
4050,D007,0.0,0.0
4051,D007,0.0,0.0
4052,D007,0.0,0.0
4053,D007,0.0,0.0
4054,D007,0.0,0.0
4055,D007,0.0,0.0
4056,D007,0.0,0.38
4057,D007,1.0,0.409
4058,D007,0.0,0.96
4059,D007,1.0,0.359
4060,D007,0.0,0.0
4061,D007,0.0,0.1
4062,D007,1.0,1.0
4063,D007,1.0,1.0
4064,D007,1.0,0.713
4065,D007,0.0,0.418
4066,D007,1.0,0.786
4067,D007,0.0,0.0
4068,D007,0.0,0.0
4069,D007,0.0,0.424
4070,D007,1.0,0.828
4071,D007,0.0,0.101
4072,D007,0.0,0.13
4073,D007,1.0,1.0
4074,D007,1.0,1.0
4075,D007,1.0,0.343
4076,D007,1.0,0.579
4077,D007,1.0,0.578
4078,D007,0.0,0.923
4079,D007,1.0,1.0
4080,D007,1.0,0.263
4081,D007,0.0,0.883
4082,D007,1.0,1.0
4083,D007,1.0,0.417
4084,D007,0.0,0.361
4085,D007,1.0,0.964
4086,D007,0.0,0.0
4087,D007,0.0,0.0
4088,D007,0.0,0.56
4089,D007,1.0,0.509
4090,D007,1.0,0.119
4091,D007,0.0,0.411
4092,D007,0.0,0.183
4093,D007,0.0,0.0
4094,D007,0.0,0.0
4095,D007,0.0,0.0
4096,D007,0.0,0.0
4097,D007,0.0,0.0
4098,D007,0.0,0.0
4099,D007,0.0,0.79
4100,D007,1.0,0.621
4101,D007,1.0,1.0
4102,D007,1.0,0.189
4103,D007,0.0,0.0
4104,D007,0.0,0.544
4105,D007,1.0,1.0
4106,D007,1.0,1.0
4107,D007,1.0,1.0
4108,D007,1.0,0.62
4109,D007,0.0,0.0
4110,D007,0.0,0.192
4111,D007,1.0,0.124
4112,D007,0.0,0.0
4113,D007,0.0,0.395
4114,D007,1.0,1.0
4115,D007,1.0,1.0
4116,D007,1.0,1.0
4117,D007,1.0,0.129
4118,D007,0.0,0.0
4119,D007,0.0,0.0
4120,D007,0.0,0.473
4121,D007,1.0,0.643
4122,D007,0.0,0.427
4123,D007,0.0,0.0
4124,D007,0.0,0.6
4125,D007,1.0,0.258
4126,D007,0.0,0.0
4127,D007,0.0,0.0
4128,D007,0.0,0.0
4129,D007,0.0,0.0
4130,D007,0.0,0.0
4131,D007,0.0,0.0
4132,D007,0.0,0.821
4133,D007,1.0,1.0
4134,D007,1.0,0.033
4135,D007,0.0,0.0
4136,D007,0.0,0.704
4137,D007,1.0,0.329
4138,D007,0.0,0.559
4139,D007,0.0,0.0
4140,D007,0.0,0.006
4141,D007,0.0,0.0
4142,D007,0.0,0.0
4143,D007,0.0,0.985
4144,D007,1.0,1.0
4145,D007,1.0,1.0
4146,D007,1.0,0.039
4147,D007,0.0,0.073
4148,D007,0.0,0.0
4149,D007,0.0,0.14
4150,D007,1.0,1.0
4151,D007,1.0,0.703
4152,D007,0.0,0.297
4153,D007,0.0,0.0
4154,D007,0.0,0.008
4155,D007,1.0,0.879
4156,D007,0.0,0.0
4157,D007,0.0,0.0
4158,D007,0.0,0.924
4159,D007,1.0,1.0
4160,D007,1.0,1.0
4161,D007,1.0,1.0
4162,D007,1.0,0.589
4163,D007,0.0,0.0
4164,D007,0.0,0.086
4165,D007,1.0,0.717
4166,D007,1.0,0.327
4167,D007,1.0,0.998
4168,D007,0.0,0.244
4169,D007,1.0,1.0
4170,D007,1.0,0.371
4171,D007,0.0,0.088
4172,D007,1.0,1.0
4173,D007,1.0,0.259
4174,D007,0.0,0.477
4175,D007,0.0,0.02
4176,D007,0.0,0.0
4177,D007,0.0,0.0
4178,D007,0.0,0.0
4179,D007,0.0,0.323
4180,D007,1.0,0.953
4181,D007,0.0,0.396
4182,D007,0.0,0.458
4183,D007,0.0,0.0
4184,D007,0.0,0.624
4185,D007,0.0,0.0
4186,D007,0.0,0.473
4187,D007,0.0,0.0
4188,D007,0.0,0.0
4189,D007,0.0,0.26
4190,D007,0.0,0.527
4191,D007,1.0,0.431
4192,D007,0.0,0.229
4193,D007,0.0,0.0
4194,D007,0.0,0.0
4195,D007,0.0,0.0
4196,D007,0.0,0.105
4197,D007,0.0,0.604
4198,D007,1.0,1.0
4199,D007,1.0,1.0
4200,D008,0.0,0.0
4201,D008,0.0,0.0
4202,D008,0.0,0.0
4203,D008,0.0,0.0
4204,D008,0.0,0.263
4205,D008,0.0,0.0
4206,D008,0.0,0.0
4207,D008,0.0,0.361
4208,D008,1.0,1.0
4209,D008,1.0,0.059
4210,D008,0.0,0.0
4211,D008,0.0,0.0
4212,D008,0.0,0.0
4213,D008,0.0,0.05
4214,D008,1.0,0.83
4215,D008,0.0,0.0
4216,D008,0.0,0.0
4217,D008,0.0,0.0
4218,D008,0.0,0.0
4219,D008,0.0,0.027
4220,D008,1.0,1.0
4221,D008,1.0,0.349
4222,D008,1.0,1.0
4223,D008,1.0,0.109
4224,D008,0.0,0.0
4225,D008,0.0,0.0
4226,D008,0.0,0.0
4227,D008,0.0,0.066
4228,D008,1.0,1.0
4229,D008,1.0,0.534
4230,D008,1.0,0.304
4231,D008,1.0,0.754
4232,D008,1.0,1.0
4233,D008,1.0,1.0
4234,D008,1.0,0.189
4235,D008,0.0,0.097
4236,D008,0.0,0.0
4237,D008,0.0,0.0
4238,D008,0.0,0.0
4239,D008,0.0,0.716
4240,D008,1.0,1.0
4241,D008,1.0,1.0
4242,D008,1.0,0.879
4243,D008,0.0,0.0
4244,D008,0.0,0.329
4245,D008,1.0,0.444
4246,D008,1.0,1.0
4247,D008,1.0,0.681
4248,D008,0.0,0.814
4249,D008,1.0,0.705
4250,D008,1.0,1.0
4251,D008,1.0,0.163
4252,D008,0.0,0.0
4253,D008,0.0,0.333
4254,D008,1.0,0.168
4255,D008,1.0,1.0
4256,D008,1.0,0.51
4257,D008,0.0,0.901
4258,D008,1.0,0.257
4259,D008,0.0,0.0
4260,D008,0.0,0.0
4261,D008,0.0,0.0
4262,D008,0.0,0.0
4263,D008,0.0,0.0
4264,D008,0.0,0.0
4265,D008,0.0,0.283
4266,D008,1.0,0.478
4267,D008,1.0,1.0
4268,D008,1.0,1.0
4269,D008,1.0,0.787
4270,D008,0.0,0.0
4271,D008,0.0,0.98
4272,D008,1.0,1.0
4273,D008,1.0,0.829
4274,D008,0.0,0.0
4275,D008,0.0,0.0
4276,D008,0.0,0.0
4277,D008,0.0,0.0
4278,D008,0.0,0.371
4279,D008,1.0,0.425
4280,D008,0.0,0.139
4281,D008,0.0,0.927
4282,D008,1.0,1.0
4283,D008,1.0,0.136
4284,D008,0.0,0.974
4285,D008,1.0,1.0
4286,D008,1.0,0.213
4287,D008,0.0,0.311
4288,D008,0.0,0.105
4289,D008,1.0,1.0
4290,D008,1.0,1.0
4291,D008,1.0,0.459
4292,D008,0.0,0.0
4293,D008,0.0,0.229
4294,D008,1.0,0.219
4295,D008,0.0,0.887
4296,D008,1.0,1.0
4297,D008,1.0,0.039
4298,D008,0.0,0.284
4299,D008,1.0,0.059
4300,D008,0.0,0.26
4301,D008,1.0,1.0
4302,D008,1.0,0.705
4303,D008,1.0,1.0
4304,D008,1.0,1.0
4305,D008,1.0,0.63
4306,D008,0.0,0.108
4307,D008,1.0,0.783
4308,D008,0.0,0.796
4309,D008,1.0,0.338
4310,D008,0.0,0.355
4311,D008,1.0,0.898
4312,D008,0.0,0.0
4313,D008,0.0,0.378
4314,D008,1.0,0.876
4315,D008,0.0,0.0
4316,D008,0.0,0.485
4317,D008,1.0,0.338
4318,D008,0.0,0.0
4319,D008,0.0,0.0
4320,D008,0.0,0.361
4321,D008,1.0,0.469
4322,D008,0.0,0.197
4323,D008,1.0,1.0
4324,D008,1.0,1.0
4325,D008,1.0,1.0
4326,D008,1.0,1.0
4327,D008,1.0,0.227
4328,D008,0.0,0.147
4329,D008,0.0,0.0
4330,D008,0.0,0.939
4331,D008,1.0,0.499
4332,D008,0.0,0.199
4333,D008,1.0,1.0
4334,D008,1.0,1.0
4335,D008,1.0,1.0
4336,D008,1.0,1.0
4337,D008,1.0,1.0
4338,D008,1.0,1.0
4339,D008,1.0,0.739
4340,D008,0.0,0.197
4341,D008,1.0,0.322
4342,D008,1.0,1.0
4343,D008,1.0,0.289
4344,D008,0.0,0.83
4345,D008,1.0,1.0
4346,D008,1.0,1.0
4347,D008,1.0,0.516
4348,D008,0.0,0.15
4349,D008,1.0,1.0
4350,D008,1.0,1.0
4351,D008,1.0,0.786
4352,D008,0.0,0.069
4353,D008,1.0,0.879
4354,D008,0.0,0.625
4355,D008,0.0,0.028
4356,D008,0.0,0.0
4357,D008,0.0,0.685
4358,D008,0.0,0.33
4359,D008,1.0,0.384
4360,D008,0.0,0.263
4361,D008,0.0,0.646
4362,D008,1.0,0.699
4363,D008,0.0,0.204
4364,D008,1.0,0.899
4365,D008,0.0,0.0
4366,D008,0.0,0.96
4367,D008,1.0,1.0
4368,D008,1.0,1.0
4369,D008,1.0,0.913
4370,D008,0.0,0.0
4371,D008,0.0,0.0
4372,D008,0.0,0.0
4373,D008,0.0,0.15
4374,D008,1.0,0.909
4375,D008,0.0,0.0
4376,D008,0.0,0.0
4377,D008,0.0,0.0
4378,D008,0.0,0.38
4379,D008,1.0,0.746
4380,D008,0.0,0.0
4381,D008,0.0,0.56
4382,D008,1.0,0.924
4383,D008,0.0,0.0
4384,D008,0.0,0.49
4385,D008,1.0,1.0
4386,D008,1.0,1.0
4387,D008,1.0,1.0
4388,D008,1.0,1.0
4389,D008,1.0,1.0
4390,D008,1.0,0.358
4391,D008,1.0,0.511
4392,D008,0.0,0.0
4393,D008,0.0,0.0
4394,D008,0.0,0.0
4395,D008,0.0,0.0
4396,D008,0.0,0.485
4397,D008,1.0,0.754
4398,D008,0.0,0.0
4399,D008,0.0,0.0
4400,D008,0.0,0.743
4401,D008,1.0,0.389
4402,D008,0.0,0.216
4403,D008,1.0,1.0
4404,D008,1.0,0.019
4405,D008,0.0,0.0
4406,D008,0.0,0.577
4407,D008,1.0,0.788
4408,D008,0.0,0.041
4409,D008,0.0,0.738
4410,D008,1.0,0.87
4411,D008,0.0,0.0
4412,D008,0.0,0.0
4413,D008,0.0,0.0
4414,D008,0.0,0.0
4415,D008,0.0,0.0
4416,D008,0.0,0.474
4417,D008,0.0,0.0
4418,D008,0.0,0.002
4419,D008,1.0,1.0
4420,D008,1.0,0.76
4421,D008,0.0,0.0
4422,D008,0.0,0.19
4423,D008,1.0,0.85
4424,D008,0.0,0.0
4425,D008,0.0,0.0
4426,D008,0.0,0.0
4427,D008,0.0,0.0
4428,D008,0.0,0.742
4429,D008,1.0,0.491
4430,D008,1.0,0.454
4431,D008,0.0,0.0
4432,D008,0.0,0.0
4433,D008,0.0,0.14
4434,D008,1.0,1.0
4435,D008,1.0,0.869
4436,D008,0.0,0.039
4437,D008,1.0,1.0
4438,D008,1.0,1.0
4439,D008,1.0,0.252
4440,D008,0.0,0.0
4441,D008,0.0,0.548
4442,D008,0.0,0.0
4443,D008,0.0,0.591
4444,D008,1.0,0.089
4445,D008,0.0,0.0
4446,D008,0.0,0.0
4447,D008,0.0,0.304
4448,D008,1.0,1.0
4449,D008,1.0,1.0
4450,D008,1.0,0.269
4451,D008,0.0,0.0
4452,D008,0.0,0.121
4453,D008,1.0,0.752
4454,D008,0.0,0.154
4455,D008,1.0,0.849
4456,D008,0.0,0.665
4457,D008,1.0,1.0
4458,D008,1.0,1.0
4459,D008,1.0,1.0
4460,D008,1.0,0.454
4461,D008,0.0,0.027
4462,D008,1.0,0.847
4463,D008,0.0,0.0
4464,D008,0.0,0.0
4465,D008,0.0,0.0
4466,D008,0.0,0.58
4467,D008,1.0,1.0
4468,D008,1.0,0.542
4469,D008,1.0,0.389
4470,D008,0.0,0.0
4471,D008,0.0,0.0
4472,D008,0.0,0.482
4473,D008,0.0,0.52
4474,D008,1.0,1.0
4475,D008,1.0,1.0
4476,D008,1.0,0.702
4477,D008,0.0,0.511
4478,D008,1.0,0.539
4479,D008,0.0,0.0
4480,D008,0.0,0.0
4481,D008,0.0,0.257
4482,D008,0.0,0.149
4483,D008,0.0,0.0
4484,D008,0.0,0.493
4485,D008,1.0,1.0
4486,D008,1.0,0.689
4487,D008,0.0,0.0
4488,D008,0.0,0.664
4489,D008,1.0,1.0
4490,D008,1.0,1.0
4491,D008,1.0,0.338
4492,D008,0.0,0.275
4493,D008,1.0,1.0
4494,D008,1.0,1.0
4495,D008,1.0,1.0
4496,D008,1.0,0.569
4497,D008,0.0,0.0
4498,D008,0.0,0.0
4499,D008,0.0,0.482
4500,D008,1.0,0.702
4501,D008,0.0,0.0
4502,D008,0.0,0.0
4503,D008,0.0,0.28
4504,D008,1.0,0.659
4505,D008,0.0,0.0
4506,D008,0.0,0.0
4507,D008,0.0,0.0
4508,D008,0.0,0.196
4509,D008,1.0,0.669
4510,D008,0.0,0.0
4511,D008,0.0,0.0
4512,D008,0.0,0.0
4513,D008,0.0,0.863
4514,D008,0.0,0.0
4515,D008,0.0,0.424
4516,D008,0.0,0.279
4517,D008,1.0,0.009
4518,D008,0.0,0.0
4519,D008,0.0,0.0
4520,D008,0.0,0.119
4521,D008,0.0,0.0
4522,D008,0.0,0.737
4523,D008,0.0,0.0
4524,D008,0.0,0.37
4525,D008,1.0,1.0
4526,D008,1.0,0.505
4527,D008,0.0,0.0
4528,D008,0.0,0.01
4529,D008,1.0,1.0
4530,D008,1.0,1.0
4531,D008,1.0,0.539
4532,D008,0.0,0.24
4533,D008,1.0,1.0
4534,D008,1.0,0.332
4535,D008,0.0,0.0
4536,D008,0.0,0.08
4537,D008,1.0,0.798
4538,D008,0.0,0.536
4539,D008,1.0,1.0
4540,D008,1.0,1.0
4541,D008,1.0,0.557
4542,D008,0.0,0.0
4543,D008,0.0,0.73
4544,D008,1.0,1.0
4545,D008,1.0,0.994
4546,D008,0.0,0.0
4547,D008,0.0,0.54
4548,D008,1.0,0.509
4549,D008,0.0,0.473
4550,D008,0.0,0.0
4551,D008,0.0,0.0
4552,D008,0.0,0.0
4553,D008,0.0,0.45
4554,D008,1.0,0.631
4555,D008,0.0,0.0
4556,D008,0.0,0.0
4557,D008,0.0,0.0
4558,D008,0.0,0.398
4559,D008,1.0,0.454
4560,D008,0.0,0.0
4561,D008,0.0,0.29
4562,D008,1.0,0.37
4563,D008,0.0,0.68
4564,D008,1.0,0.151
4565,D008,0.0,0.0
4566,D008,0.0,0.831
4567,D008,1.0,0.422
4568,D008,0.0,0.2
4569,D008,1.0,1.0
4570,D008,1.0,1.0
4571,D008,1.0,0.109
