,dyad,dtw,ec,engage_mean
630,D002,53.51852909105002,1.0,40.0
631,D002,48.463926155006796,0.0,40.0
632,D002,41.54762401854736,0.0,40.0
633,D002,41.40516138038797,0.0,40.0
634,D002,20.018399026565614,0.0,40.0
635,D002,35.93874666698442,0.0,36.5
636,D002,29.238496491043172,0.0,33.5
637,D002,47.25572193045399,0.0,34.0
638,D002,33.57996800891955,0.0,45.0
639,D002,35.39248135888321,0.0,48.0
640,D002,22.85321192163957,1.0,47.0
641,D002,9.378649564420861,0.0,47.0
642,D002,9.374944360198862,0.0,47.5
643,D002,13.692544428910475,0.0,48.0
644,D002,22.94206462773836,0.0,49.0
645,D002,38.0940682037224,0.0,48.5
646,D002,16.73305874911831,0.0,47.5
647,D002,13.471330297056074,0.0,53.5
648,D002,12.659202777702724,0.0,53.5
649,D002,25.300426896177488,0.0,53.5
650,D002,33.3202951177986,0.0,50.0
651,D002,28.50441623046192,0.0,50.0
652,D002,10.312561975935502,0.0,50.0
653,D002,31.037904466560914,1.0,53.0
654,D002,20.400577205490613,0.0,54.0
655,D002,19.958673313546207,0.0,52.0
656,D002,35.972092806756734,0.0,45.0
657,D002,44.59021293680879,0.0,45.0
658,D002,37.92523645554535,0.0,43.5
659,D002,30.788501823619686,1.0,39.5
660,D002,18.966051276761814,0.0,37.0
661,D002,29.462855797756873,0.0,36.0
