,dyad,dtw
99,D001,17.0166501195419
100,D001,22.73145906808187
101,D001,16.393519844892392
102,D001,37.033954605374525
103,D001,16.727606165211814
104,D001,15.723350387913342
105,D001,20.07499532987306
106,D001,20.450794561266747
107,D001,29.557248630488978
108,D001,30.202072183433366
109,D001,30.231667626222883
110,D001,19.693673331211244
111,D001,41.7749115950973
112,D001,32.39675577551253
113,D001,36.81801372041606
114,D001,26.010702372384795
115,D001,35.20786009362536
116,D001,35.00233691667482
117,D001,30.654300434130583
118,D001,10.479059614547834
119,D001,4.251369626394993
120,D001,10.049773104760249
121,D001,2.7299458553235603
122,D001,12.771004310431678
123,D001,16.270312967605843
124,D001,17.73252230469206
125,D001,17.40949227342535
126,D001,1.6885240826608734
127,D001,13.83357556836912
128,D001,9.025322960196583
129,D001,16.195876051892693
130,D001,9.339851541063489
131,D001,17.40475777817879
132,D001,23.97566047172508
133,D001,41.123249653609015
134,D001,22.987865745168232
135,D001,34.9747630859904
136,D001,11.727737678361759
137,D001,15.021005859675016
138,D001,25.96385339389342
139,D001,24.449519420047224
140,D001,37.18739900195962
141,D001,12.436767304511244
142,D001,5.847265389627875
143,D001,6.691602959481251
144,D001,14.103966465348913
145,D001,17.90320949469542
146,D001,20.475809469786682
147,D001,20.111325225079284
148,D001,15.80460151191799
149,D001,15.633925458109227
150,D001,10.255820520267514
151,D001,8.516515354351572
152,D001,24.515005179655677
153,D001,28.244804887750856
154,D001,7.886921367474323
155,D001,4.654171508482946
156,D001,21.400227814816084
157,D001,34.86356042109923
158,D001,21.70555016492102
159,D001,19.32921135875982
160,D001,37.458486738580596
161,D001,38.937254075178245
162,D001,49.00124809342961
163,D001,39.1738774875344
164,D001,15.877581762411765
165,D001,21.5983044425571
166,D001,49.657225524110274
167,D001,57.26817836463165
168,D001,31.808760395862326
169,D001,35.53521608109526
170,D001,50.880287244411804
171,D001,32.3762068878151
172,D001,23.508963434286457
173,D001,18.837897152745295
174,D001,15.378020762292326
175,D001,4.258693137187866
176,D001,26.02267952930383
177,D001,10.570013033785454
178,D001,39.95958250029932
179,D001,42.53033370195095
180,D001,26.599272408342372
181,D001,13.418713191246425
182,D001,22.33692454378584
183,D001,12.664123254760707
184,D001,39.54670452274725
185,D001,43.04324263823627
186,D001,16.110979276937087
187,D001,3.6148954882004647
188,D001,19.417662984534097
189,D001,33.894507181731704
190,D001,32.98538533457948
191,D001,19.75827556748437
192,D001,10.866044320510792
193,D001,4.730587063974617
194,D001,15.554979372159393
195,D001,7.203963931887548
196,D001,5.575511552316824
197,D001,3.653060660524924
198,D001,2.599737805030092
199,D001,17.955311020479762
200,D001,7.036297769241805
201,D001,2.9632581276321766
202,D001,6.17029897118022
203,D001,35.86223908284955
204,D001,62.514712561268794
205,D001,36.24112162520286
206,D001,28.264720976664492
207,D001,39.24359721734742
208,D001,93.11461487785965
209,D001,83.99937083844705
210,D001,54.69259563422365
211,D001,4.808065771406266
212,D001,35.816112197448675
213,D001,15.32769046904206
214,D001,5.636868440705237
215,D001,10.382229599762121
216,D001,14.069289336056483
217,D001,26.534388418769623
218,D001,20.176129320393766
219,D001,21.693166162237265
220,D001,15.81401910966017
221,D001,19.785699140661055
222,D001,26.706471956924982
223,D001,22.59666862527856
224,D001,27.452969870566033
225,D001,32.01468071747932
226,D001,19.211193075665726
227,D001,68.10814423212176
228,D001,49.6350748662795
229,D001,23.7721057125684
230,D001,25.829974661823776
231,D001,16.563671409003604
232,D001,23.080479395264778
233,D001,23.709811871167616
234,D001,20.950912314298453
235,D001,15.014203453394963
236,D001,8.695906065838013
237,D001,25.156885449907353
238,D001,17.0221681468246
239,D001,3.748794991125531
240,D001,22.419960687693525
241,D001,40.65888872001868
242,D001,18.240710607173035
243,D001,2.749889254960393
244,D001,11.581430022614235
245,D001,5.201529507435527
246,D001,12.03376923249334
247,D001,24.188640707440143
248,D001,9.569059078451065
249,D001,14.553322698764092
250,D001,23.185600618172334
251,D001,12.221681179773187
252,D001,16.636096892774727
253,D001,12.6686808413704
254,D001,13.689816017823105
255,D001,19.738725305514812
256,D001,30.658975490868645
257,D001,24.933249392060212
258,D001,7.4745088747568005
259,D001,4.702269947639516
260,D001,6.478510843951525
261,D001,8.046996318744117
262,D001,11.754695964453225
263,D001,11.640265572324607
264,D001,3.1337106396907415
265,D001,12.390055386401812
266,D001,5.718119808815417
267,D001,11.194248096408094
268,D001,12.310981740030032
269,D001,7.467152437550611
270,D001,6.327801979938382
271,D001,10.970371471543968
272,D001,11.589231606379709
273,D001,8.252101310134226
274,D001,4.912832001147564
275,D001,10.696864276923199
276,D001,22.076182114548075
277,D001,22.472393033064407
278,D001,9.549210440202875
279,D001,16.960657830369556
280,D001,23.82096800674247
281,D001,12.182684815232218
282,D001,12.283681547510717
283,D001,2.472174485104708
284,D001,6.490575029629039
285,D001,10.149501674163918
286,D001,6.68088184246289
287,D001,22.5837111267383
288,D001,16.747088779055996
289,D001,4.626227370973809
290,D001,58.09295351101514
291,D001,33.534990866463694
292,D001,30.66515470027361
293,D001,18.978704355158758
294,D001,26.685810127419117
295,D001,53.363140841873026
296,D001,52.654706670410405
297,D001,18.963528991901665
298,D001,46.01493476602357
299,D001,37.94762953814448
300,D001,20.49856475183971
301,D001,41.30443230198118
302,D001,12.869691363771928
303,D001,13.954663279224242
304,D001,15.266193857243767
305,D001,6.033555990956232
306,D001,19.12436348449252
307,D001,15.065841902968591
308,D001,19.570532501687946
309,D001,9.466483210874987
310,D001,8.319596012395404
311,D001,22.006564976698947
312,D001,15.726682417388488
313,D001,12.337408577021883
314,D001,8.050778145212648
315,D001,14.564546339624718
316,D001,3.6402882457541597
317,D001,4.633983366688039
318,D001,13.270585842185703
319,D001,26.80945041824661
320,D001,14.030973208602916
321,D001,11.053510664543463
322,D001,44.519855858084654
323,D001,34.90807967605887
324,D001,16.004576870074143
325,D001,16.41328435159582
326,D001,21.95555911029859
327,D001,23.573647533151043
328,D001,31.052060140432097
329,D001,32.59884093711304
330,D001,20.566672039816027
331,D001,17.00803999566612
332,D001,15.638065761804361
333,D001,11.363774090738204
334,D001,9.511577299693798
335,D001,30.522740535086808
336,D001,22.94546775786149
337,D001,28.739488443149348
338,D001,6.344174731434927
339,D001,2.4579166238465464
340,D001,6.462348183923815
341,D001,6.663369982278269
342,D001,17.614347765794975
343,D001,29.382902344176763
344,D001,23.44264439165145
345,D001,24.39926140086471
346,D001,12.737599671627414
347,D001,18.602986086917554
348,D001,17.35900423980543
349,D001,14.545271316620887
350,D001,81.0297933281768
351,D001,20.407132166480196
352,D001,7.013515993363551
353,D001,19.670516349689713
354,D001,29.689237388164788
355,D001,34.04239328726805
356,D001,14.77611826826623
357,D001,13.438414085064013
358,D001,21.77067740740146
359,D001,16.662834796165033
360,D001,47.57848404195464
361,D001,74.81646863980441
362,D001,84.4309187679393
363,D001,46.87428809544039
364,D001,10.11218881055679
365,D001,20.32858320507272
366,D001,21.765469855144303
367,D001,43.83194386265767
368,D001,28.46986670817517
369,D001,34.99340750992822
370,D001,36.13198260319082
371,D001,24.7379044842327
372,D001,36.06048430196142
373,D001,18.63489025102689
374,D001,4.5590426019152845
375,D001,13.497512089672544
376,D001,1.1486866000363456
377,D001,41.430903387114036
378,D001,18.012253633096993
379,D001,23.732619705154686
380,D001,26.72738926296624
381,D001,46.11579181223641
382,D001,32.57087712612248
383,D001,20.730660191409534
384,D001,30.328927470596426
385,D001,24.295801313950324
386,D001,10.262208262974
387,D001,16.42440795142429
388,D001,9.444333489779767
389,D001,15.565187060506705
390,D001,4.046284881905322
391,D001,5.247701869720602
392,D001,12.932301531953673
393,D001,19.344911483929156
394,D001,23.613606277004678
395,D001,18.272574818930355
396,D001,34.44246484146031
397,D001,40.960703155531725
398,D001,38.30552983200215
399,D001,17.461149076808486
400,D001,7.140574198830372
401,D001,12.111280410621875
402,D001,14.83254425280543
403,D001,11.262973290941611
404,D001,7.75026434489164
405,D001,21.434088824259604
406,D001,15.143027276915308
407,D001,19.74094194985587
408,D001,53.17786214493275
409,D001,91.76710233685981
410,D001,97.6589988979957
411,D001,67.34570256435599
412,D001,23.857099485639417
413,D001,5.397998307486068
414,D001,6.0137936854514
415,D001,22.84347482128418
416,D001,11.296618245845954
417,D001,7.028253797151377
418,D001,14.753908613822663
419,D001,28.855437227822232
420,D001,32.07686095885846
421,D001,10.916837200262098
422,D001,30.33031669096863
423,D001,39.74361965789831
424,D001,59.07981174315527
425,D001,42.956441207572695
426,D001,36.06005936003307
427,D001,30.631897028753006
428,D001,16.794256921489904
429,D001,18.854495530032167
430,D001,19.278682802104264
431,D001,22.77601974717945
432,D001,8.716571259032818
433,D001,12.008845005302325
434,D001,35.70439987059097
435,D001,49.40999761576755
436,D001,62.857412696083045
437,D001,56.28986522159091
438,D001,28.711865474654772
439,D001,15.145557394836716
440,D001,43.05994657940336
441,D001,8.094602117035876
442,D001,14.261865299084839
443,D001,52.41676522311434
444,D001,23.950849181656007
445,D001,5.8035108716684
446,D001,20.57033586342195
447,D001,22.394198958297252
448,D001,78.6598963534068
449,D001,64.97086273614084
450,D001,16.10554059578059
451,D001,20.65914041775154
452,D001,8.779399830261719
453,D001,39.64598259094482
454,D001,31.308372664435872
455,D001,23.386500123042303
456,D001,22.122751694881345
457,D001,15.2515311901568
458,D001,7.222598051842297
459,D001,10.45529800989815
460,D001,22.37392647915478
461,D001,19.751257451128613
462,D001,13.493227103786772
463,D001,51.67053941801738
464,D001,38.019355408387625
465,D001,36.90968941068514
466,D001,25.952942142153308
467,D001,24.258917314518577
468,D001,26.497028692130417
469,D001,44.97056379762137
470,D001,14.159370046446131
471,D001,6.954465205807875
472,D001,24.88461371372833
473,D001,41.29168822387082
474,D001,38.87494840980857
475,D001,17.222053098794674
476,D001,22.304789415975172
477,D001,27.71740093222033
478,D001,30.245900344865415
479,D001,20.5794363300622
480,D001,30.73015635920505
481,D001,37.99632369521552
482,D001,33.512792078805525
483,D001,96.29190416774702
484,D001,86.44380603479124
485,D001,13.836489374482316
486,D001,13.470469704581687
487,D001,13.52820189638503
488,D001,28.287927533768684
489,D001,31.702642780254568
490,D001,38.23958598112823
491,D001,35.717094245856764
492,D001,35.4041446818284
493,D001,43.43399307180475
494,D001,19.2500228098085
495,D001,29.834576875313413
496,D001,26.175345836055794
497,D001,11.080450465472692
498,D001,8.410600724380615
499,D001,4.733701634459557
500,D001,12.489774211054966
501,D001,19.24449149553319
502,D001,22.434950832294284
503,D001,6.36851542860512
504,D001,8.654546974735297
505,D001,12.363161609378256
506,D001,19.419922113158172
507,D001,12.729603298323577
508,D001,21.362029905585075
509,D001,13.758314514996671
510,D001,13.880606070050806
511,D001,12.986659305766633
512,D001,13.241859181612076
513,D001,21.396958195507537
514,D001,49.357050100815194
515,D001,18.72869533679258
516,D001,17.791682845764893
517,D001,30.567182614666905
518,D001,12.905313126466712
519,D001,37.47969200872546
520,D001,39.305947488362925
521,D001,46.208919170396605
522,D001,69.23599914826964
523,D001,16.221335815757936
524,D001,22.9339032345574
525,D001,4.642841708626207
526,D001,40.81359035955762
527,D001,22.772281098317613
528,D001,21.598364555356582
529,D001,15.462753587741801
530,D001,19.95471755549695
531,D001,18.77510872597183
532,D001,17.7423572608054
533,D001,12.594206575478445
534,D001,76.56964836463175
535,D001,61.81033581170474
536,D001,46.46970931293664
537,D001,77.39963683381949
538,D001,82.70932846660254
539,D001,27.635242158438956
540,D001,15.487031587548376
541,D001,10.485121176993815
542,D001,7.451020421312235
543,D001,19.895175985030157
544,D001,19.168658024145767
545,D001,8.027777384092015
546,D001,13.063503317820196
547,D001,15.70743434856759
548,D001,17.67640576529824
549,D001,64.80880574714814
550,D001,11.144222363133032
551,D001,16.264892454299293
552,D001,11.901929643975217
553,D001,6.3208017805399335
554,D001,6.2752236704055235
555,D001,17.90212591523195
556,D001,28.65447968283814
557,D001,10.336514112481803
558,D001,13.297278339722597
559,D001,5.78946495683113
560,D001,8.417802322074554
561,D001,6.139738112970214
562,D001,15.9080819117958
563,D001,6.734829568907156
564,D001,9.256389213108045
565,D001,4.781217945226766
566,D001,20.740091909854137
567,D001,43.611897052198984
568,D001,106.12433535176577
569,D001,119.9902914853009
570,D001,82.55463265595873
571,D001,9.93892696366862
572,D001,11.73508786708254
573,D001,20.73882065786385
574,D001,18.14749184589506
575,D001,12.017646664093405
576,D001,7.924365633381645
577,D001,13.797468169327411
578,D001,31.223424907954453
579,D001,22.632145661714908
580,D001,21.35803035372545
581,D001,35.21706052159383
582,D001,25.898465879679765
583,D001,4.48483327944816
584,D001,9.55983101673285
585,D001,12.27244566068032
586,D001,15.51223109621118
587,D001,20.018151492604176
588,D001,12.461621407973102
589,D001,9.925201336463934
590,D001,3.912213039608587
591,D001,8.417610207046847
592,D001,15.740937394181948
593,D001,5.23026351366933
594,D001,24.175676155772056
595,D001,26.241993764862748
596,D001,21.609882061649593
597,D001,27.044950717099145
598,D001,50.548484826695024
599,D001,36.21445494437963
600,D002,37.42995273230855
601,D002,31.150108687965307
602,D002,44.39448964000018
603,D002,22.09345051376313
604,D002,27.153609141764413
605,D002,42.801619556852415
606,D002,24.02634869982183
607,D002,36.91927113750823
608,D002,92.5945120898456
609,D002,72.70956235117931
610,D002,56.49113471203156
611,D002,54.36957734506476
612,D002,33.55364031391338
613,D002,27.903426931692877
614,D002,14.527995117983743
615,D002,45.70528076296792
616,D002,61.27255921786093
617,D002,77.97815713816865
618,D002,56.79973509094891
619,D002,37.14357239172553
620,D002,15.061646882139222
621,D002,11.586796245476464
622,D002,7.0719844928920725
623,D002,5.874855017499226
624,D002,21.161561240506405
625,D002,31.547321122479257
626,D002,59.88532125665612
627,D002,42.03386732391661
628,D002,42.03008910044723
629,D002,45.24939492750148
630,D002,53.51852909105002
631,D002,48.463926155006796
632,D002,41.54762401854736
633,D002,41.40516138038797
634,D002,20.018399026565614
635,D002,35.93874666698442
636,D002,29.238496491043172
637,D002,47.25572193045399
638,D002,33.57996800891955
639,D002,35.39248135888321
640,D002,22.85321192163957
641,D002,9.378649564420861
642,D002,9.374944360198862
643,D002,13.692544428910475
644,D002,22.94206462773836
645,D002,38.0940682037224
646,D002,16.73305874911831
647,D002,13.471330297056074
648,D002,12.659202777702724
649,D002,25.300426896177488
650,D002,33.3202951177986
651,D002,28.50441623046192
652,D002,10.312561975935502
653,D002,31.037904466560914
654,D002,20.400577205490613
655,D002,19.958673313546207
656,D002,35.972092806756734
657,D002,44.59021293680879
658,D002,37.92523645554535
659,D002,30.788501823619686
660,D002,18.966051276761814
661,D002,29.462855797756873
662,D002,5.88341272025218
663,D002,14.887737962917322
664,D002,18.031403841459134
665,D002,11.153692289917053
666,D002,9.31823397717756
667,D002,16.590343232134984
668,D002,23.469893899426786
669,D002,8.373412298160943
670,D002,12.661565501230957
671,D002,25.946975885121045
672,D002,30.531264249161964
673,D002,19.725938891201945
674,D002,26.933776606606624
675,D002,24.108975371804746
676,D002,70.27965180761845
677,D002,36.148926610772364
678,D002,32.04272998983316
679,D002,34.155561536643894
680,D002,40.55693468574096
681,D002,41.5512983015133
682,D002,38.72443778296934
683,D002,39.57828365294849
684,D002,22.489025744430172
685,D002,48.501376520636505
686,D002,80.67029877429351
687,D002,44.12663478556649
688,D002,6.988393546014407
689,D002,5.218801115761135
690,D002,10.276858970680763
691,D002,52.24209007464076
692,D002,100.89240824071935
693,D002,38.62732854633158
694,D002,30.36429811111345
695,D002,32.570438225653206
696,D002,3.608147767085889
697,D002,3.5671454715046913
698,D002,34.11504751265301
699,D002,14.80700422943842
700,D002,23.567850224287824
701,D002,13.439233230909625
702,D002,31.38545573887066
703,D002,20.766010341026444
704,D002,19.42389948632097
705,D002,8.553158761074007
706,D002,1.6181546298833256
707,D002,10.400694816473662
708,D002,44.43450373919417
709,D002,22.49998009034627
710,D002,8.73607654248094
711,D002,13.608071491600956
712,D002,11.421582468325655
713,D002,14.263412062729966
714,D002,16.575901375213498
715,D002,11.921827932414637
716,D002,25.616338815195107
717,D002,29.87134059134378
718,D002,13.418608389399822
719,D002,13.608892877344585
720,D002,15.661765764999503
721,D002,26.272268642691827
722,D002,19.45653668135769
723,D002,16.462713722904954
724,D002,25.045851271738787
725,D002,18.479454626565673
726,D002,18.84649840534977
727,D002,13.226577535687635
728,D002,9.190086590779432
729,D002,34.38143234778181
730,D002,18.69649849903314
731,D002,19.85249194243402
732,D002,28.05122993302639
733,D002,31.53553426065075
734,D002,6.739107112219671
735,D002,23.081336121070528
736,D002,25.067382052086106
737,D002,14.28466459033129
738,D002,26.829461206486215
739,D002,45.739177835287784
740,D002,9.381360612121565
741,D002,10.938777583087091
742,D002,11.249639740779987
743,D002,31.26541739578523
744,D002,36.915756199681
745,D002,7.44657823470913
746,D002,53.26438488926584
747,D002,49.17826107919693
748,D002,27.494217357284448
749,D002,8.958381513209238
750,D002,9.230402786024383
751,D002,8.80923052923584
752,D002,22.40651257929077
753,D002,19.42021011468799
754,D002,6.622499022897863
755,D002,28.039482426121285
756,D002,27.59482558324744
757,D002,41.396600095214694
758,D002,27.42186923972218
759,D002,22.01336025277932
760,D002,11.250063838450702
761,D002,23.129448758675746
762,D002,32.85836529899853
763,D002,8.700800265346986
764,D002,17.807931229649917
765,D002,20.569148348139375
766,D002,60.23616153854201
767,D002,42.74876094724732
768,D002,17.269305683649023
769,D002,55.5979667355636
770,D002,19.871416559304414
771,D002,40.83970824702877
772,D002,53.100993089309696
773,D002,20.152861195138268
774,D002,48.63135845201934
775,D002,30.916307963134997
776,D002,23.20081894220102
777,D002,49.93348682153444
778,D002,26.105649713869976
779,D002,44.129142096809616
780,D002,25.267151516120535
781,D002,12.994983061035848
782,D002,9.450606830570578
783,D002,21.770728642461574
784,D002,15.879740187976665
785,D002,40.72469626647502
786,D002,35.286733882582624
787,D002,38.55267845948298
788,D002,34.673044504953964
789,D002,26.07801624459897
790,D002,30.22577338358277
791,D002,16.518481522853694
792,D002,48.15511087913143
793,D002,18.426175379089774
794,D002,13.434586420097254
795,D002,18.020739952564313
796,D002,23.37487455321135
797,D002,33.128694081680294
798,D002,32.02412919759742
799,D002,16.348632534560704
800,D002,18.277981609339385
801,D002,40.62269965354263
802,D002,65.51482210162077
803,D002,98.02073777362712
804,D002,85.93416358298994
805,D002,74.74854753038227
806,D002,42.2192177681385
807,D002,11.331213210801256
808,D002,9.926452416465864
809,D002,20.913464385121536
810,D002,22.137300524524868
811,D002,23.83635491666164
812,D002,30.227841774373474
813,D002,18.286194396671952
814,D002,16.34361651484159
815,D002,7.208609278868144
816,D002,18.306434144854386
817,D002,18.365806761328777
818,D002,30.092631400571918
819,D002,10.551567043839377
820,D002,20.845948669297364
821,D002,13.972685332349215
822,D002,21.58016750907928
823,D002,10.918978730777347
824,D002,8.577320206377639
825,D002,26.76021352302906
826,D002,50.372322083845226
827,D002,28.915849845664734
828,D002,19.698639341038557
829,D002,53.69905458888661
830,D002,56.48081903722536
831,D002,50.28049090220312
832,D002,16.670863197390435
833,D002,3.159035496796383
834,D002,5.004283588982634
835,D002,33.11985445313824
836,D002,31.315184784700858
837,D002,32.842866547995875
838,D002,64.0817986452031
839,D002,42.431395135035764
840,D002,10.189065573384175
841,D002,6.710819366621763
842,D002,20.869307990943394
843,D002,26.82448313214976
844,D002,35.004059929624894
845,D002,15.726594751322057
846,D002,11.100899641714998
847,D002,17.926565624497197
848,D002,5.053613321478095
849,D002,17.66477954110794
850,D002,39.43414286363394
851,D002,17.285990523491094
852,D002,23.239528168908777
853,D002,12.521505965897823
854,D002,13.041901977436716
855,D002,23.094868665076696
856,D002,30.514528495569134
857,D002,47.52824814592542
858,D002,71.93287900150844
859,D002,27.414119354394625
860,D002,16.828002983261626
861,D002,45.20047799451169
862,D002,20.95415852979241
863,D002,22.51152453177974
864,D002,47.07844315011718
865,D002,38.09644474553947
866,D002,20.219477319309412
867,D002,14.367815069120628
868,D002,10.707073567349575
869,D002,10.682894520411537
870,D002,18.752440563758572
871,D002,12.49199886768685
872,D002,33.40488126632336
873,D002,59.88508812656211
874,D002,21.327176656550296
875,D002,31.157327209287594
876,D002,31.756287113297045
877,D002,33.44262692615598
878,D002,28.05517193476637
879,D002,48.5208105786927
880,D002,46.0512943137723
881,D002,48.12282909794076
882,D002,41.73761474191963
883,D002,48.342097352636685
884,D002,42.754462335623465
885,D002,32.01204314203089
886,D002,49.40490136622738
887,D002,52.15749863148142
888,D002,34.35175426852962
889,D002,44.36465762723819
890,D002,31.845474569218215
891,D002,24.809933564367558
892,D002,23.553631015991247
893,D002,14.150846650339686
894,D002,13.9415564359259
895,D002,30.69763360994798
896,D002,12.83662307740753
897,D002,24.878739485097288
898,D002,26.80922074506718
899,D002,5.716564786889512
900,D002,13.37047335222211
901,D002,32.788548026679436
902,D002,19.531523061900515
903,D002,20.06557169184476
904,D002,9.605672806297616
905,D002,15.883342967650965
906,D002,11.945031557818243
907,D002,7.387661230326186
908,D002,23.12704513483546
909,D002,12.92934637092423
910,D002,10.12193562488508
911,D002,7.721759244941985
912,D002,27.38525374995748
913,D002,28.195463970066996
914,D002,9.324222805986148
915,D002,24.00315783906612
916,D002,18.280855890733406
917,D002,7.852000029811037
918,D002,8.664488128514915
919,D002,4.389115467447923
920,D002,13.302769456070493
921,D002,9.509764934462753
922,D002,10.51823624314305
923,D002,21.763233469598077
924,D002,4.171514090125569
925,D002,12.122579147834225
926,D002,30.115015783673364
927,D002,22.0862136396588
928,D002,8.8396971568399
929,D002,14.809198094412006
930,D002,31.04168164686097
931,D002,2.8746804816879585
932,D002,10.075371566412773
933,D002,8.1357501172954
934,D002,10.041619664795778
935,D002,15.593008223138925
936,D002,11.224492953300922
937,D002,12.551861637677511
938,D002,20.944193071699146
939,D002,19.103984211155716
940,D002,11.332540177631376
941,D002,13.735291289157477
942,D002,31.826651003751515
943,D002,42.007176656751774
944,D002,75.06675054493633
945,D002,89.34922474073278
946,D002,84.98976249149175
947,D002,68.07947017629276
948,D002,16.776753071998513
949,D002,16.786711641848534
950,D002,51.529605224574524
951,D002,21.492159421396572
952,D002,41.139586473626274
953,D002,22.78488649378375
954,D002,34.786730378538756
955,D002,20.194527530524656
956,D002,13.293644778693231
957,D002,9.86566548428507
958,D002,10.033454074036477
959,D002,8.634719338772964
960,D002,9.966668529704954
961,D002,9.326385437837171
962,D002,18.284930618162203
963,D002,9.490894145557267
964,D002,4.285514096232246
965,D002,18.38368937912617
966,D002,35.248268944742904
967,D002,9.647274194441998
968,D002,4.298499162464056
969,D002,4.393789032923929
970,D002,17.281601457723404
971,D002,28.939075587500838
972,D002,23.447882887869604
973,D002,35.73721613623295
974,D002,9.578373060866715
975,D002,10.031468863029684
976,D002,20.601185224491843
977,D002,26.076527500365124
978,D002,44.12286549625382
979,D002,54.8781703829644
980,D002,31.549770006076066
981,D002,25.66532839663113
982,D002,27.924040658650267
983,D002,35.10598486263488
984,D002,22.053818453140416
985,D002,17.63510479834525
986,D002,35.54788122976083
987,D002,28.67759135151992
988,D002,15.966557814551916
989,D002,39.23117366142468
990,D002,25.581078300592882
991,D002,28.502993642522476
992,D002,29.428981434725042
993,D002,30.63182018180842
994,D002,27.094654417414542
995,D002,16.45310935393222
996,D002,8.626847282978769
997,D002,15.768805301249133
998,D002,31.18368547618774
999,D002,30.28061909183007
1000,D002,41.60218771566722
1001,D002,12.347856589946975
1002,D002,11.53845777116758
1003,D002,20.887881201636773
1004,D002,7.64518627671328
1005,D002,8.379810026554368
1006,D002,13.327139871305326
1007,D002,9.965926344236358
1008,D002,11.293806268430885
1009,D002,14.49367405027639
1010,D002,12.080832927785064
1011,D002,3.516678281704026
1012,D002,4.385081285317614
1013,D002,30.39980531272165
1014,D002,61.243897603456865
1015,D002,35.53339928697861
1016,D002,18.30356627050847
1017,D002,15.679210566553714
1018,D002,12.727920820708064
1019,D002,10.469998305782575
1020,D002,8.61947239846541
1021,D002,11.330842008479156
1022,D002,25.098817633685933
1023,D002,95.87930936845613
1024,D002,30.300354675545318
1025,D002,17.105419212494354
1026,D002,6.306967755449368
1027,D002,12.281431141377013
1028,D002,11.522293444634643
1029,D002,18.650338107546986
1030,D002,28.518728818938968
1031,D002,54.68245477646201
1032,D002,39.71397410040955
1033,D002,11.265026468683384
1034,D002,5.830919303988248
1035,D002,14.551003581313388
1036,D002,7.327829305149705
1037,D002,11.40930451487457
1038,D002,14.47653674137875
1039,D002,11.053955885243303
1040,D002,13.947799440064276
1041,D002,23.429906498707382
1042,D002,9.874899355317531
1043,D002,13.533315929078977
1044,D002,25.33936586964567
1045,D002,22.077464897117462
1046,D002,55.375356365480116
1047,D002,15.706677114582106
1048,D002,45.9250979186145
1049,D002,39.350131739592065
1050,D002,32.741768374427636
1051,D002,22.064001282041108
1052,D002,20.518520623057867
1053,D002,11.003303945507025
1054,D002,15.063199648040172
1055,D002,19.475910473410632
1056,D002,27.109056673065652
1057,D002,19.747070040617945
1058,D002,20.535775709999047
1059,D002,7.377666518666025
1060,D002,20.884946183585406
1061,D002,52.48617051945181
1062,D002,41.86852521324011
1063,D002,31.765692040044
1064,D002,55.68316617568277
1065,D002,25.11434363430052
1066,D002,18.717102308513237
1067,D002,29.793642257098973
