,dyad,subject,dtw,ec,psize
246,D001,S028,12.03376923249334,0.616,-0.09796986228593167
247,D001,S028,24.188640707440143,1.0,-0.1063667563843543
248,D001,S028,9.569059078451065,0.431,0.01843315475994367
249,D001,S028,14.553322698764092,0.211,0.03469675520203179
250,D001,S028,23.185600618172334,0.0,-0.161669828164981
251,D001,S028,12.221681179773187,0.614,-0.35608803427236624
252,D001,S028,16.636096892774727,0.438,-0.5535155560911024
253,D001,S028,12.6686808413704,0.0,-0.27309398869775003
254,D001,S028,13.689816017823105,0.0,-0.0020806975427674883
255,D001,S028,19.738725305514812,0.556,0.02279347723344958
256,D001,S028,30.658975490868645,0.768,-0.0047496416214325285
257,D001,S028,24.933249392060212,0.217,0.005076987074488811
258,D001,S028,7.4745088747568005,0.092,0.25118817896900764
259,D001,S028,4.702269947639516,0.877,0.3821981135685006
260,D001,S028,6.478510843951525,0.587,0.2918273170485082
261,D001,S028,8.046996318744117,0.42,0.2520795349619176
262,D001,S028,11.754695964453225,0.0,0.28038335910178236
263,D001,S028,11.640265572324607,0.326,0.08026337614404412
264,D001,S028,3.1337106396907415,0.0,0.3201969456295059
265,D001,S028,12.390055386401812,0.448,0.09923351301380243
266,D001,S028,5.718119808815417,0.0,0.29880555857586283
267,D001,S028,11.194248096408094,0.089,0.13444128717887108
268,D001,S028,12.310981740030032,0.817,0.22551995710866188
269,D001,S028,7.467152437550611,0.0,0.14483140333288347
270,D001,S028,6.327801979938382,0.0,0.20863115269458157
271,D001,S028,10.970371471543968,0.87,-0.0384219467819221
272,D001,S028,11.589231606379709,0.297,0.26322332627922734
273,D001,S028,8.252101310134226,0.251,0.21983500716854826
274,D001,S028,4.912832001147564,0.901,0.04979905655938276
275,D001,S028,10.696864276923199,0.0,0.1480477344500303
276,D001,S028,22.076182114548075,0.0,0.45435155816317757
277,D001,S028,22.472393033064407,0.66,0.3545043406624062
278,D001,S028,9.549210440202875,1.0,0.24990275025529235
279,D001,S028,16.960657830369556,1.0,0.2710076670908925
280,D001,S028,23.82096800674247,1.0,0.47698322846126745
281,D001,S028,12.182684815232218,0.884,0.5137094024358476
282,D001,S028,12.283681547510717,0.65,0.4451015225286637
283,D001,S028,2.472174485104708,1.0,0.19726030610627648
284,D001,S028,6.490575029629039,1.0,0.1762827696476121
285,D001,S028,10.149501674163918,0.168,0.0866197458391217
286,D001,S028,6.68088184246289,0.159,-0.02329822150638828
287,D001,S028,22.5837111267383,0.0,0.1391233197720951
288,D001,S028,16.747088779055996,0.122,-0.001410646341971744
289,D001,S028,4.626227370973809,0.302,0.05269502342682063
290,D001,S028,58.09295351101514,0.0,0.12299965499576761
291,D001,S028,33.534990866463694,0.0,0.07025284744778523
292,D001,S028,30.66515470027361,0.0,0.14203093535686584
293,D001,S028,18.978704355158758,0.0,-0.07791341113853385
294,D001,S028,26.685810127419117,0.0,0.16018538488885847
295,D001,S028,53.363140841873026,0.773,0.12551791357276879
296,D001,S028,52.654706670410405,1.0,-0.07183609592136087
297,D001,S028,18.963528991901665,0.994,0.002201950084419805
298,D001,S028,46.01493476602357,0.0,0.1876421006553862
299,D001,S028,37.94762953814448,0.285,0.1965905840064464
300,D001,S028,20.49856475183971,1.0,0.2896242429442568
301,D001,S028,41.30443230198118,0.358,0.13394600580994387
302,D001,S028,12.869691363771928,1.0,-0.006094447140696372
303,D001,S028,13.954663279224242,1.0,-0.045033816934991165
304,D001,S028,15.266193857243767,0.588,-0.055144565214934514
305,D001,S028,6.033555990956232,0.45,-0.08479625845954057
306,D001,S028,19.12436348449252,0.0,-0.03883425661250753
307,D001,S028,15.065841902968591,0.0,-0.03868405421732641
308,D001,S028,19.570532501687946,0.086,0.006331932061678554
309,D001,S028,9.466483210874987,1.0,0.08174333824317805
310,D001,S028,8.319596012395404,0.587,0.27526267304926516
311,D001,S028,22.006564976698947,0.0,0.3048297432497887
312,D001,S028,15.726682417388488,0.195,0.1558110373355958
313,D001,S028,12.337408577021883,0.228,0.006291114983887584
314,D001,S028,8.050778145212648,0.207,-0.06756055609793782
315,D001,S028,14.564546339624718,0.78,-0.13219531579026947
316,D001,S028,3.6402882457541597,0.386,0.014370002676090484
317,D001,S028,4.633983366688039,0.0,-0.12379983051039617
318,D001,S028,13.270585842185703,0.0,-0.2793937754602888
319,D001,S028,26.80945041824661,0.376,-0.06779391568617281
320,D001,S028,14.030973208602916,0.0,0.06019382724148932
321,D001,S028,11.053510664543463,0.0,0.10840400029201251
322,D001,S028,44.519855858084654,0.0,0.22829285105696379
323,D001,S028,34.90807967605887,0.0,0.2831823097266502
324,D001,S028,16.004576870074143,0.575,0.18147735531874326
325,D001,S028,16.41328435159582,0.382,-0.059579873645063675
326,D001,S028,21.95555911029859,0.0,-0.10879149696774716
327,D001,S028,23.573647533151043,0.0,-0.04619878690054075
328,D001,S028,31.052060140432097,0.0,-0.1412440070182332
329,D001,S028,32.59884093711304,0.0,-0.2486706618916922
330,D001,S028,20.566672039816027,0.0,-0.08662147687581206
331,D001,S028,17.00803999566612,0.0,0.17371682692865395
332,D001,S028,15.638065761804361,0.0,0.3300268808516746
333,D001,S028,11.363774090738204,0.177,0.20233193821043702
334,D001,S028,9.511577299693798,1.0,0.319948468962055
335,D001,S028,30.522740535086808,0.254,0.35853298539849926
336,D001,S028,22.94546775786149,0.15,0.36356833830258306
337,D001,S028,28.739488443149348,0.716,0.363045308236074
338,D001,S028,6.344174731434927,0.292,0.0543172446497596
339,D001,S028,2.4579166238465464,0.715,0.18570049083411072
340,D001,S028,6.462348183923815,0.355,0.10429746879645974
341,D001,S028,6.663369982278269,1.0,0.24768672376847847
342,D001,S028,17.614347765794975,0.675,-0.06697378644594097
343,D001,S028,29.382902344176763,0.194,-0.09968618740547554
344,D001,S028,23.44264439165145,0.837,-0.17894066226017433
345,D001,S028,24.39926140086471,0.022,-0.08608046538716127
346,D001,S028,12.737599671627414,0.796,-0.2430856272828415
347,D001,S028,18.602986086917554,0.0,-0.18244357527652652
348,D001,S028,17.35900423980543,0.0,0.028481375337416504
349,D001,S028,14.545271316620887,0.524,-0.009069352498772446
350,D001,S028,81.0297933281768,1.0,0.07099441734030133
351,D001,S028,20.407132166480196,0.369,-0.01963033653669195
352,D001,S028,7.013515993363551,0.0,-0.04308182278150676
353,D001,S028,19.670516349689713,0.396,-0.05857843311701095
354,D001,S028,29.689237388164788,0.342,-0.06110784609310811
355,D001,S028,34.04239328726805,0.325,-0.11909679497659162
356,D001,S028,14.77611826826623,0.0,0.0223097580898184
357,D001,S028,13.438414085064013,0.0,0.026589683240108433
358,D001,S028,21.77067740740146,0.459,-0.05078563716124394
359,D001,S028,16.662834796165033,1.0,0.006032906209724024
360,D001,S028,47.57848404195464,1.0,-0.012932219178552466
361,D001,S028,74.81646863980441,1.0,-0.19601736311803547
362,D001,S028,84.4309187679393,0.849,-0.00903878395602659
363,D001,S028,46.87428809544039,0.0,0.05827031037343792
364,D001,S028,10.11218881055679,0.0,0.1377413694883259
365,D001,S028,20.32858320507272,0.54,-0.08034558418959499
366,D001,S028,21.765469855144303,0.0,-0.1252160402005031
367,D001,S028,43.83194386265767,0.07,-0.37845657249752995
368,D001,S028,28.46986670817517,1.0,-0.42968813460008176
369,D001,S028,34.99340750992822,0.956,-0.2265287662936487
370,D001,S028,36.13198260319082,0.0,-0.13414346711496247
371,D001,S028,24.7379044842327,0.0,-0.3055614948501096
372,D001,S028,36.06048430196142,0.0,-0.35939953466273683
373,D001,S028,18.63489025102689,0.33,-0.02833404992714661
374,D001,S028,4.5590426019152845,0.097,0.27987886995368183
375,D001,S028,13.497512089672544,0.0,0.04218967362323099
376,D001,S028,1.1486866000363456,0.0,-0.1264988839902797
377,D001,S028,41.430903387114036,0.0,-0.26067191955311725
378,D001,S028,18.012253633096993,0.733,-0.3459799631283923
379,D001,S028,23.732619705154686,1.0,-0.42031109004025097
380,D001,S028,26.72738926296624,1.0,-0.3177988136047339
381,D001,S028,46.11579181223641,1.0,-0.46819855082265055
382,D001,S028,32.57087712612248,1.0,-0.24819444182984154
383,D001,S028,20.730660191409534,0.294,-0.21808741555614167
384,D001,S028,30.328927470596426,0.0,-0.15864156069979482
385,D001,S028,24.295801313950324,0.0,-0.10225731742997496
386,D001,S028,10.262208262974,0.125,0.16966719112673462
387,D001,S028,16.42440795142429,0.228,0.05543885982552456
388,D001,S028,9.444333489779767,0.425,-0.0367880770546376
389,D001,S028,15.565187060506705,0.244,0.010378267746389043
390,D001,S028,4.046284881905322,0.2,0.3117271941014461
391,D001,S028,5.247701869720602,0.506,0.4702901393892118
392,D001,S028,12.932301531953673,0.579,0.27644211318142364
393,D001,S028,19.344911483929156,1.0,0.02739746436182098
394,D001,S028,23.613606277004678,1.0,-0.06605570944329746
395,D001,S028,18.272574818930355,0.282,-0.06965901091612843
396,D001,S028,34.44246484146031,0.795,-0.20732872144903391
397,D001,S028,40.960703155531725,0.859,-0.27650215723772853
398,D001,S028,38.30552983200215,1.0,-0.3704958035208033
399,D001,S028,17.461149076808486,0.751,-0.07795611167217328
400,D001,S028,7.140574198830372,0.5,0.2586552434860027
401,D001,S028,12.111280410621875,1.0,0.2065806710757835
402,D001,S028,14.83254425280543,1.0,-0.0567621947301543
403,D001,S028,11.262973290941611,1.0,-0.2555844225559691
404,D001,S028,7.75026434489164,1.0,-0.17055417405754073
405,D001,S028,21.434088824259604,0.044,-0.0547751518984211
406,D001,S028,15.143027276915308,0.381,-0.2544418098753504
407,D001,S028,19.74094194985587,0.519,-0.33616361453145427
408,D001,S028,53.17786214493275,1.0,0.12154016659617668
409,D001,S028,91.76710233685981,1.0,0.19886056914156586
410,D001,S028,97.6589988979957,1.0,0.13518525833765535
411,D001,S028,67.34570256435599,1.0,0.2456323316624299
412,D001,S028,23.857099485639417,1.0,0.0873870379212189
413,D001,S028,5.397998307486068,1.0,-0.03215927641430605
414,D001,S028,6.0137936854514,0.796,0.06718458248435194
415,D001,S028,22.84347482128418,0.0,0.13245860461304818
416,D001,S028,11.296618245845954,0.0,0.07265880789260774
417,D001,S028,7.028253797151377,0.0,-0.041850409921108084
418,D001,S028,14.753908613822663,0.0,-0.16387247331320845
419,D001,S028,28.855437227822232,0.247,-0.27778611822603644
420,D001,S028,32.07686095885846,1.0,-0.30299111062212647
421,D001,S028,10.916837200262098,0.416,-0.1907548563317185
422,D001,S028,30.33031669096863,0.0,-0.13465537788346757
423,D001,S028,39.74361965789831,0.0,-0.3750431971986512
424,D001,S028,59.07981174315527,0.0,-0.6860963196965364
425,D001,S028,42.956441207572695,0.401,-0.37697630567674345
426,D001,S028,36.06005936003307,1.0,-0.2400188204961434
427,D001,S028,30.631897028753006,0.044,-0.16491802337478548
428,D001,S028,16.794256921489904,0.0,-0.13611201757403624
429,D001,S028,18.854495530032167,0.0,-0.08449909004726128
430,D001,S028,19.278682802104264,0.0,-0.13781855486817618
431,D001,S028,22.77601974717945,0.6,-0.08207269369550017
432,D001,S028,8.716571259032818,0.089,-0.058881071621571496
433,D001,S028,12.008845005302325,0.634,-0.07296560745784329
434,D001,S028,35.70439987059097,1.0,-0.0967969044993276
435,D001,S028,49.40999761576755,0.536,-0.02076955285826491
436,D001,S028,62.857412696083045,0.0,0.22790762597566924
437,D001,S028,56.28986522159091,0.0,0.14300204315423262
438,D001,S028,28.711865474654772,0.0,-0.07816103971122541
439,D001,S028,15.145557394836716,0.285,-0.1688222279154303
440,D001,S028,43.05994657940336,0.843,-0.3085093372441933
441,D001,S028,8.094602117035876,0.0,-0.25685431249411356
442,D001,S028,14.261865299084839,0.0,-0.033507940609467914
443,D001,S028,52.41676522311434,0.0,0.05057619165602165
444,D001,S028,23.950849181656007,0.0,0.11452722873561333
445,D001,S028,5.8035108716684,0.0,-0.05357375407790118
446,D001,S028,20.57033586342195,0.371,-0.24176252990092653
447,D001,S028,22.394198958297252,0.0,-0.08908059202239463
448,D001,S028,78.6598963534068,0.0,-0.05164060144390565
449,D001,S028,64.97086273614084,0.0,-0.14363154186537125
450,D001,S028,16.10554059578059,0.156,-0.10617510527642157
451,D001,S028,20.65914041775154,1.0,-0.008994394306788434
452,D001,S028,8.779399830261719,1.0,-0.28742462379524
453,D001,S028,39.64598259094482,0.298,-0.5305887072914487
454,D001,S028,31.308372664435872,0.0,-0.30288959370788054
455,D001,S028,23.386500123042303,0.286,-0.11408600352200898
456,D001,S028,22.122751694881345,0.0,-0.10506683311993979
457,D001,S028,15.2515311901568,0.159,-0.05802081045699341
458,D001,S028,7.222598051842297,0.342,0.14959695404972181
459,D001,S028,10.45529800989815,0.464,0.018378761378401443
460,D001,S028,22.37392647915478,0.0,0.010671999823726862
461,D001,S028,19.751257451128613,0.222,-0.07151644836455999
462,D001,S028,13.493227103786772,0.327,-0.11280565606387066
463,D001,S028,51.67053941801738,0.0,-0.30977732233229616
464,D001,S028,38.019355408387625,0.0,-0.3238086431581771
465,D001,S028,36.90968941068514,0.0,-0.19697339573232397
466,D001,S028,25.952942142153308,0.923,-0.2426580942437581
467,D001,S028,24.258917314518577,0.219,-0.3278945218027527
468,D001,S028,26.497028692130417,0.0,-0.4600843130953058
469,D001,S028,44.97056379762137,0.485,-0.2055163813210142
470,D001,S028,14.159370046446131,0.449,-0.09135694238155259
471,D001,S028,6.954465205807875,0.642,0.05968120282638375
