,pseudo_onset,pseudo_offset
0,-0.014493100395067125,0.16946092757653897
1,-0.2920197968911845,0.047655417095772076
2,-0.07809437141938295,0.21590330875804897
3,-0.2096369579116632,0.17380891761993628
4,-0.10390797630645572,0.17583541810965841
5,0.05672787646649658,0.1645698503537914
6,-0.10014460797775174,0.08881490235088901
7,0.03596440946157373,-0.1357705692780971
8,-0.06682375023701354,-0.07939550343667642
9,0.2900950661895873,-0.05650078448914892
10,0.033388118464824375,0.00012976257052567164
11,0.11298770028413742,0.06914202196819053
12,-0.11798074210866383,0.021588442613890188
13,0.17007640546123476,-0.06694555890537957
14,-0.13362087132181671,0.25277816025838323
15,0.08903209130388479,-0.013434536420005179
16,-0.1958241164173388,-0.10803129385339273
17,-0.10859026872638873,0.05138983274237493
18,0.01983222709277141,-0.07722700527106109
19,-0.08334711115205742,0.24123558862604785
20,0.004046050282292021,0.09506574456058883
21,0.1191248243764886,0.17368281053848547
22,-0.15409890389876033,-0.1303815506398208
23,0.09062967229822765,0.08820919279263521
24,0.3308148567602306,0.0765493466843646
25,0.06352633942020784,0.08998249888791772
26,0.15840052335498947,0.10190756332228544
27,0.17317813365835796,0.008406614045350773
28,-0.05259438711286344,0.17314690308590058
29,0.17417760880384364,-0.07046178295130608
30,-0.19475734251423146,0.17211847173007813
31,-0.12133462738692632,-0.011714427954975445
32,-0.0012853192572398026,0.24433968433725453
33,0.054829783675093675,-0.1786765456347197
34,-0.14804312310537024,0.17480550940282583
35,0.24984109621385608,-0.31194621802703354
36,-0.14115040968352002,0.03864918648437219
37,-0.16118852479976034,0.3436490872681055
38,-0.052402702216576204,-0.3122144516601312
39,0.267220983149142,-0.09556975551279986
40,-0.001967217851568572,0.2348057103057657
41,-0.10625402110103299,0.22398406257827422
42,0.009295212510471827,-0.1011651794878778
43,0.019124245072561503,0.015594589355278866
44,0.010072508683924352,0.16687042133864435
45,0.009476348310386214,-0.11072223199007968
46,-0.03287849536234761,-0.1199364435662172
47,-0.20321269510381829,-0.0307559765012802
48,-0.1271414032329374,-0.15773396730453096
49,-0.14468319952934094,0.06812742824723383
50,0.17453436508762393,-0.06911606921098556
51,0.22025134716797776,-0.2641977420637645
52,0.2826893941375518,0.17139080220326097
53,-0.1281906699929022,-0.02842498844983434
54,-0.02144872758371568,0.09951788485441347
55,0.05538964858415403,0.08330590259277536
56,-0.10357533719782244,0.021825927220395645
57,0.05941987047351813,0.010814682957901795
58,0.1737292051693338,0.10327105251854832
59,-0.03685328274901244,-0.01978545844510775
60,-0.06425956328924354,-0.18645597654686402
61,0.09867266438012866,-0.19684396136374568
62,0.3454723127237205,-0.07601061454706452
63,-0.05216714361971014,0.041655950671442586
64,-0.15845430060428337,-0.0014813062018202796
65,-0.06864348466355388,-0.04465637262609974
66,-0.003138447464489594,0.011511983486038907
67,-0.017366725060419187,0.2624320933639459
68,-0.0011131341968722793,-0.11116010781493947
69,-0.04192019143931736,-0.251218794736488
70,-0.059469449456824086,-0.015048402715697538
71,-0.015056073930325238,-0.05655166073670041
72,0.020328348718359292,-0.10027852065484515
73,0.1178296007763077,-0.03215124508595636
74,-0.19189570788187593,-0.24297407317164904
75,-0.0881101588229472,-0.14592938001669256
76,0.19319222337058803,0.13945653742539535
77,-0.10522344352751957,0.14848257563820969
78,0.002510869439269169,-0.3191082495769907
79,-0.09003449657262226,-0.02624462830618623
80,0.18330771515482921,0.13421126236273076
81,-0.043349159348238527,-0.10847135644996744
82,-0.09194215773783015,-0.045196431133384736
83,0.10251410232479663,0.06459960823243673
84,0.37481654531793335,-0.1603273963105648
85,-0.005196738828471426,0.04765392647716495
86,0.11524193861792206,0.19386550462420502
87,0.09065770726111698,0.24578117678273978
88,0.06721168474382848,0.005585644244354187
89,-0.13958962172801473,0.05214108519193422
90,-0.07775969684060209,-0.0613993171612844
91,-0.3681923165900837,-0.01183575718811579
92,-0.01038718138484877,0.11121083847690776
93,-0.00029760186565797514,0.08000079546929197
94,-0.06513661655377555,0.20557800238083287
95,-0.13093502472674995,0.26043664283648815
96,-0.02312878027485714,0.12707180427232864
97,0.09397025413635635,0.07082539709642045
98,0.002665087455741573,0.040475722397437346
99,0.11783595069149058,0.012557194363122534
100,-0.1356846617150296,-0.2360909598076482
101,0.014595931866254514,-0.10615629758020655
102,0.45033349894054725,-0.15508843210373408
103,-0.08709850716996392,0.22863989078484706
104,0.08640883210149937,0.04013361662417682
105,-0.021666826412518925,0.12001969442737986
106,0.12406702764074408,-0.09668268776720221
107,-0.06879832620586777,-0.10948141989525888
108,-0.08256957685479387,0.024583053073838693
109,0.05957017329488694,0.05303293774587415
110,0.06803231061214139,0.16609763015628282
111,0.18190497329788935,-0.01532242638655614
112,0.34552015874112235,-0.3393419995525335
