,dyad,subject,ind_ec
5624,D005,S042,1.0
5625,D005,S042,1.0
5626,D005,S042,0.0
5627,D005,S042,0.0
5628,D005,S042,0.0
5629,D005,S042,0.0
5630,D005,S042,1.0
5631,D005,S042,1.0
5632,D005,S042,1.0
5633,D005,S042,1.0
5634,D005,S042,1.0
5635,D005,S042,1.0
5636,D005,S042,0.0
5637,D005,S042,1.0
5638,D005,S042,0.0
5639,D005,S042,0.0
5640,D005,S042,0.0
5641,D005,S042,1.0
5642,D005,S042,0.0
5643,D005,S042,0.0
5644,D005,S042,1.0
5645,D005,S042,0.0
5646,D005,S042,1.0
5647,D005,S042,1.0
5648,D005,S042,1.0
5649,D005,S042,0.0
5650,D005,S042,0.0
5651,D005,S042,0.0
5652,D005,S042,1.0
5653,D005,S042,0.0
5654,D005,S042,1.0
5655,D005,S042,1.0
5656,D005,S042,1.0
5657,D005,S042,0.0
5658,D005,S042,1.0
5659,D005,S042,0.0
5660,D005,S042,0.0
5661,D005,S042,0.0
5662,D005,S042,1.0
5663,D005,S042,1.0
5664,D005,S042,1.0
5665,D005,S042,1.0
5666,D005,S042,1.0
5667,D005,S042,1.0
5668,D005,S042,1.0
5669,D005,S042,1.0
5670,D005,S042,1.0
5671,D005,S042,1.0
5672,D005,S042,1.0
5673,D005,S042,1.0
5674,D005,S042,1.0
5675,D005,S042,1.0
5676,D005,S042,0.0
5677,D005,S042,0.0
5678,D005,S042,0.0
5679,D005,S042,0.0
5680,D005,S042,0.0
5681,D005,S042,1.0
5682,D005,S042,1.0
5683,D005,S042,1.0
5684,D005,S042,1.0
5685,D005,S042,0.0
5686,D005,S042,1.0
5687,D005,S042,0.0
5688,D005,S042,0.0
5689,D005,S042,1.0
5690,D005,S042,1.0
5691,D005,S042,0.0
5692,D005,S042,0.0
5693,D005,S042,1.0
5694,D005,S042,1.0
5695,D005,S042,0.0
5696,D005,S042,0.0
5697,D005,S042,0.0
5698,D005,S042,1.0
5699,D005,S042,1.0
5700,D005,S042,1.0
5701,D005,S042,1.0
5702,D005,S042,1.0
5703,D005,S042,1.0
5704,D005,S042,1.0
5705,D005,S042,1.0
5706,D005,S042,0.0
5707,D005,S042,1.0
5708,D005,S042,1.0
5709,D005,S042,0.0
5710,D005,S042,0.0
5711,D005,S042,0.0
5712,D005,S042,1.0
5713,D005,S042,0.0
5714,D005,S042,0.0
5715,D005,S042,1.0
5716,D005,S042,1.0
5717,D005,S042,0.0
5718,D005,S042,1.0
5719,D005,S042,0.0
5720,D005,S042,1.0
5721,D005,S042,0.0
5722,D005,S042,1.0
5723,D005,S042,1.0
5724,D005,S042,0.0
5725,D005,S042,0.0
5726,D005,S042,0.0
5727,D005,S042,0.0
5728,D005,S042,0.0
5729,D005,S042,0.0
5730,D005,S042,0.0
5731,D005,S042,1.0
5732,D005,S042,0.0
5733,D005,S042,0.0
5734,D005,S042,1.0
5735,D005,S042,1.0
5736,D005,S042,0.0
5737,D005,S042,0.0
5738,D005,S042,0.0
5739,D005,S042,1.0
5740,D005,S042,0.0
5741,D005,S042,0.0
5742,D005,S042,1.0
5743,D005,S042,1.0
5744,D005,S042,0.0
5745,D005,S042,0.0
5746,D005,S042,0.0
5747,D005,S042,0.0
5748,D005,S042,1.0
5749,D005,S042,1.0
5750,D005,S042,1.0
5751,D005,S042,1.0
5752,D005,S042,1.0
5753,D005,S042,1.0
5754,D005,S042,0.0
5755,D005,S042,0.0
5756,D005,S042,1.0
5757,D005,S042,0.0
5758,D005,S042,0.0
5759,D005,S042,0.0
5760,D005,S042,0.0
5761,D005,S042,1.0
5762,D005,S042,0.0
5763,D005,S042,1.0
5764,D005,S042,1.0
5765,D005,S042,0.0
5766,D005,S042,1.0
5767,D005,S042,0.0
5768,D005,S042,0.0
5769,D005,S042,1.0
5770,D005,S042,1.0
5771,D005,S042,0.0
5772,D005,S042,1.0
5773,D005,S042,1.0
5774,D005,S042,0.0
5775,D005,S042,1.0
5776,D005,S042,0.0
5777,D005,S042,0.0
5778,D005,S042,1.0
5779,D005,S042,1.0
5780,D005,S042,1.0
5781,D005,S042,1.0
5782,D005,S042,1.0
5783,D005,S042,0.0
5784,D005,S042,0.0
5785,D005,S042,0.0
5786,D005,S042,0.0
5787,D005,S042,0.0
5788,D005,S042,1.0
5789,D005,S042,0.0
5790,D005,S042,1.0
5791,D005,S042,1.0
5792,D005,S042,1.0
5793,D005,S042,1.0
5794,D005,S042,1.0
5795,D005,S042,0.0
5796,D005,S042,1.0
5797,D005,S042,1.0
5798,D005,S042,1.0
5799,D005,S042,1.0
5800,D005,S042,0.0
5801,D005,S042,0.0
5802,D005,S042,1.0
5803,D005,S042,0.0
5804,D005,S042,1.0
5805,D005,S042,0.0
5806,D005,S042,1.0
5807,D005,S042,0.0
5808,D005,S042,1.0
5809,D005,S042,1.0
5810,D005,S042,1.0
5811,D005,S042,0.0
5812,D005,S042,0.0
5813,D005,S042,1.0
5814,D005,S042,1.0
5815,D005,S042,0.0
5816,D005,S042,1.0
5817,D005,S042,1.0
5818,D005,S042,1.0
5819,D005,S042,1.0
5820,D005,S042,1.0
5821,D005,S042,0.0
5822,D005,S042,0.0
5823,D005,S042,1.0
5824,D005,S042,0.0
5825,D005,S042,0.0
5826,D005,S042,1.0
5827,D005,S042,1.0
5828,D005,S042,1.0
5829,D005,S042,0.0
5830,D005,S042,0.0
5831,D005,S042,1.0
5832,D005,S042,1.0
5833,D005,S042,1.0
5834,D005,S042,1.0
5835,D005,S042,0.0
5836,D005,S042,0.0
5837,D005,S042,1.0
5838,D005,S042,1.0
5839,D005,S042,1.0
5840,D005,S042,1.0
5841,D005,S042,1.0
5842,D005,S042,0.0
5843,D005,S042,1.0
5844,D005,S042,1.0
5845,D005,S042,1.0
5846,D005,S042,1.0
5847,D005,S042,1.0
5848,D005,S042,1.0
5849,D005,S042,1.0
5850,D005,S042,1.0
5851,D005,S042,1.0
5852,D005,S042,1.0
5853,D005,S042,1.0
5854,D005,S042,1.0
5855,D005,S042,1.0
5856,D005,S042,1.0
5857,D005,S042,1.0
5858,D005,S042,1.0
5859,D005,S042,1.0
5860,D005,S042,1.0
5861,D005,S042,1.0
5862,D005,S042,1.0
5863,D005,S042,1.0
5864,D005,S042,0.0
5865,D005,S042,1.0
5866,D005,S042,1.0
5867,D005,S042,1.0
5868,D005,S042,1.0
5869,D005,S042,1.0
5870,D005,S042,1.0
5871,D005,S042,1.0
5872,D005,S042,1.0
5873,D005,S042,1.0
5874,D005,S042,1.0
5875,D005,S042,1.0
5876,D005,S042,1.0
5877,D005,S042,1.0
5878,D005,S042,1.0
5879,D005,S042,1.0
5880,D005,S042,1.0
5881,D005,S042,1.0
5882,D005,S042,1.0
5883,D005,S042,1.0
5884,D005,S042,0.0
5885,D005,S042,1.0
5886,D005,S042,1.0
5887,D005,S042,1.0
5888,D005,S042,1.0
5889,D005,S042,0.0
5890,D005,S042,1.0
5891,D005,S042,0.0
5892,D005,S042,1.0
5893,D005,S042,1.0
5894,D005,S042,0.0
5895,D005,S042,0.0
5896,D005,S042,0.0
5897,D005,S042,1.0
5898,D005,S042,0.0
5899,D005,S042,0.0
5900,D005,S042,1.0
5901,D005,S042,0.0
5902,D005,S042,0.0
5903,D005,S042,0.0
5904,D005,S042,0.0
5905,D005,S042,0.0
5906,D005,S042,1.0
5907,D005,S042,0.0
5908,D005,S042,0.0
5909,D005,S042,0.0
5910,D005,S042,0.0
5911,D005,S042,0.0
5912,D005,S042,0.0
5913,D005,S042,0.0
5914,D005,S042,0.0
5915,D005,S042,1.0
5916,D005,S042,1.0
5917,D005,S042,0.0
5918,D005,S042,1.0
5919,D005,S042,1.0
5920,D005,S042,1.0
5921,D005,S042,1.0
5922,D005,S042,1.0
5923,D005,S042,1.0
5924,D005,S042,1.0
5925,D005,S042,0.0
5926,D005,S042,0.0
5927,D005,S042,0.0
5928,D005,S042,0.0
5929,D005,S042,1.0
5930,D005,S042,0.0
5931,D005,S042,1.0
5932,D005,S042,1.0
5933,D005,S042,0.0
5934,D005,S042,0.0
5935,D005,S042,1.0
5936,D005,S042,1.0
5937,D005,S042,1.0
5938,D005,S042,1.0
5939,D005,S042,1.0
5940,D005,S042,0.0
5941,D005,S042,0.0
5942,D005,S042,1.0
5943,D005,S042,1.0
5944,D005,S042,1.0
5945,D005,S042,1.0
5946,D005,S042,0.0
5947,D005,S042,1.0
5948,D005,S042,1.0
5949,D005,S042,1.0
5950,D005,S042,1.0
5951,D005,S042,1.0
5952,D005,S042,1.0
5953,D005,S042,0.0
5954,D005,S042,1.0
5955,D005,S042,0.0
5956,D005,S042,1.0
5957,D005,S042,1.0
5958,D005,S042,1.0
5959,D005,S042,1.0
5960,D005,S042,1.0
5961,D005,S042,0.0
5962,D005,S042,1.0
5963,D005,S042,1.0
5964,D005,S042,1.0
5965,D005,S042,1.0
5966,D005,S042,1.0
5967,D005,S042,0.0
5968,D005,S042,1.0
5969,D005,S042,1.0
5970,D005,S042,0.0
5971,D005,S042,0.0
5972,D005,S042,1.0
5973,D005,S042,0.0
5974,D005,S042,0.0
5975,D005,S042,0.0
5976,D005,S042,0.0
5977,D005,S042,1.0
5978,D005,S042,0.0
5979,D005,S042,1.0
5980,D005,S042,1.0
5981,D005,S042,1.0
5982,D005,S042,0.0
5983,D005,S042,1.0
5984,D005,S042,0.0
5985,D005,S042,0.0
5986,D005,S042,1.0
5987,D005,S042,1.0
5988,D005,S042,0.0
5989,D005,S042,0.0
5990,D005,S042,0.0
5991,D005,S042,1.0
5992,D005,S042,1.0
5993,D005,S042,1.0
5994,D005,S042,1.0
5995,D005,S042,1.0
5996,D005,S042,0.0
5997,D005,S042,0.0
5998,D005,S042,1.0
5999,D005,S042,0.0
6000,D006,S043,0.0
6001,D006,S043,1.0
6002,D006,S043,1.0
6003,D006,S043,1.0
6004,D006,S043,0.0
6005,D006,S043,1.0
6006,D006,S043,1.0
6007,D006,S043,1.0
6008,D006,S043,1.0
6009,D006,S043,0.0
6010,D006,S043,1.0
6011,D006,S043,0.0
6012,D006,S043,1.0
6013,D006,S043,1.0
6014,D006,S043,0.0
6015,D006,S043,1.0
6016,D006,S043,1.0
6017,D006,S043,1.0
6018,D006,S043,1.0
6019,D006,S043,1.0
6020,D006,S043,1.0
6021,D006,S043,1.0
6022,D006,S043,1.0
6023,D006,S043,1.0
6024,D006,S043,1.0
6025,D006,S043,0.0
6026,D006,S043,0.0
6027,D006,S043,0.0
6028,D006,S043,0.0
6029,D006,S043,1.0
6030,D006,S043,1.0
6031,D006,S043,1.0
6032,D006,S043,1.0
6033,D006,S043,1.0
6034,D006,S043,1.0
6035,D006,S043,1.0
6036,D006,S043,1.0
6037,D006,S043,1.0
6038,D006,S043,1.0
6039,D006,S043,1.0
6040,D006,S043,1.0
6041,D006,S043,1.0
6042,D006,S043,1.0
6043,D006,S043,1.0
6044,D006,S043,0.0
6045,D006,S043,1.0
6046,D006,S043,1.0
6047,D006,S043,1.0
6048,D006,S043,0.0
6049,D006,S043,1.0
6050,D006,S043,1.0
6051,D006,S043,0.0
6052,D006,S043,1.0
6053,D006,S043,1.0
6054,D006,S043,1.0
6055,D006,S043,1.0
6056,D006,S043,1.0
6057,D006,S043,1.0
6058,D006,S043,1.0
6059,D006,S043,1.0
6060,D006,S043,1.0
6061,D006,S043,0.0
6062,D006,S043,0.0
6063,D006,S043,0.0
6064,D006,S043,0.0
6065,D006,S043,1.0
6066,D006,S043,1.0
6067,D006,S043,1.0
6068,D006,S043,1.0
6069,D006,S043,1.0
6070,D006,S043,1.0
6071,D006,S043,1.0
6072,D006,S043,1.0
6073,D006,S043,1.0
6074,D006,S043,1.0
6075,D006,S043,1.0
6076,D006,S043,1.0
6077,D006,S043,1.0
6078,D006,S043,1.0
6079,D006,S043,1.0
6080,D006,S043,1.0
6081,D006,S043,1.0
6082,D006,S043,1.0
6083,D006,S043,0.0
6084,D006,S043,0.0
6085,D006,S043,1.0
6086,D006,S043,1.0
6087,D006,S043,1.0
6088,D006,S043,1.0
6089,D006,S043,1.0
6090,D006,S043,1.0
6091,D006,S043,1.0
6092,D006,S043,0.0
6093,D006,S043,1.0
6094,D006,S043,1.0
6095,D006,S043,0.0
6096,D006,S043,0.0
6097,D006,S043,1.0
6098,D006,S043,1.0
6099,D006,S043,1.0
6100,D006,S043,1.0
6101,D006,S043,1.0
6102,D006,S043,1.0
6103,D006,S043,0.0
6104,D006,S043,0.0
6105,D006,S043,1.0
6106,D006,S043,0.0
6107,D006,S043,1.0
6108,D006,S043,1.0
6109,D006,S043,1.0
6110,D006,S043,1.0
6111,D006,S043,1.0
6112,D006,S043,1.0
6113,D006,S043,1.0
6114,D006,S043,1.0
6115,D006,S043,1.0
6116,D006,S043,1.0
6117,D006,S043,1.0
6118,D006,S043,1.0
6119,D006,S043,1.0
6120,D006,S043,1.0
6121,D006,S043,0.0
6122,D006,S043,1.0
6123,D006,S043,1.0
6124,D006,S043,1.0
6125,D006,S043,0.0
6126,D006,S043,1.0
6127,D006,S043,1.0
6128,D006,S043,1.0
6129,D006,S043,1.0
6130,D006,S043,1.0
6131,D006,S043,1.0
6132,D006,S043,1.0
6133,D006,S043,1.0
6134,D006,S043,1.0
6135,D006,S043,1.0
6136,D006,S043,0.0
6137,D006,S043,1.0
6138,D006,S043,0.0
6139,D006,S043,1.0
6140,D006,S043,1.0
6141,D006,S043,1.0
6142,D006,S043,1.0
6143,D006,S043,1.0
6144,D006,S043,1.0
6145,D006,S043,1.0
6146,D006,S043,1.0
6147,D006,S043,1.0
6148,D006,S043,0.0
6149,D006,S043,0.0
6150,D006,S043,1.0
6151,D006,S043,1.0
6152,D006,S043,0.0
6153,D006,S043,1.0
6154,D006,S043,1.0
6155,D006,S043,0.0
6156,D006,S043,1.0
6157,D006,S043,1.0
6158,D006,S043,0.0
6159,D006,S043,1.0
6160,D006,S043,1.0
6161,D006,S043,0.0
6162,D006,S043,1.0
6163,D006,S043,1.0
6164,D006,S043,0.0
6165,D006,S043,1.0
6166,D006,S043,1.0
6167,D006,S043,0.0
6168,D006,S043,0.0
6169,D006,S043,1.0
6170,D006,S043,1.0
6171,D006,S043,1.0
6172,D006,S043,0.0
6173,D006,S043,1.0
6174,D006,S043,0.0
6175,D006,S043,0.0
6176,D006,S043,0.0
6177,D006,S043,0.0
6178,D006,S043,0.0
6179,D006,S043,1.0
6180,D006,S043,1.0
6181,D006,S043,1.0
6182,D006,S043,0.0
6183,D006,S043,0.0
6184,D006,S043,0.0
6185,D006,S043,1.0
6186,D006,S043,1.0
6187,D006,S043,1.0
6188,D006,S043,1.0
6189,D006,S043,0.0
6190,D006,S043,0.0
6191,D006,S043,1.0
6192,D006,S043,1.0
6193,D006,S043,1.0
6194,D006,S043,1.0
6195,D006,S043,1.0
6196,D006,S043,1.0
6197,D006,S043,1.0
6198,D006,S043,1.0
6199,D006,S043,0.0
6200,D006,S043,0.0
6201,D006,S043,0.0
6202,D006,S043,0.0
6203,D006,S043,1.0
6204,D006,S043,0.0
6205,D006,S043,0.0
6206,D006,S043,0.0
6207,D006,S043,0.0
6208,D006,S043,1.0
6209,D006,S043,1.0
6210,D006,S043,1.0
6211,D006,S043,1.0
6212,D006,S043,1.0
6213,D006,S043,0.0
6214,D006,S043,0.0
6215,D006,S043,0.0
6216,D006,S043,1.0
6217,D006,S043,1.0
6218,D006,S043,1.0
6219,D006,S043,1.0
6220,D006,S043,1.0
6221,D006,S043,0.0
6222,D006,S043,0.0
6223,D006,S043,1.0
6224,D006,S043,1.0
6225,D006,S043,1.0
6226,D006,S043,1.0
6227,D006,S043,1.0
6228,D006,S043,1.0
6229,D006,S043,1.0
6230,D006,S043,1.0
6231,D006,S043,1.0
6232,D006,S043,1.0
6233,D006,S043,1.0
6234,D006,S043,1.0
6235,D006,S043,1.0
6236,D006,S043,1.0
6237,D006,S043,0.0
6238,D006,S043,0.0
6239,D006,S043,1.0
6240,D006,S043,1.0
6241,D006,S043,1.0
6242,D006,S043,1.0
6243,D006,S043,1.0
6244,D006,S043,1.0
6245,D006,S043,1.0
6246,D006,S043,1.0
6247,D006,S043,1.0
6248,D006,S043,1.0
6249,D006,S043,1.0
6250,D006,S043,0.0
6251,D006,S043,0.0
6252,D006,S043,1.0
6253,D006,S043,1.0
6254,D006,S043,1.0
6255,D006,S043,1.0
6256,D006,S043,1.0
6257,D006,S043,1.0
6258,D006,S043,1.0
6259,D006,S043,1.0
6260,D006,S043,1.0
6261,D006,S043,1.0
6262,D006,S043,1.0
6263,D006,S043,1.0
6264,D006,S043,1.0
6265,D006,S043,1.0
6266,D006,S043,1.0
6267,D006,S043,0.0
6268,D006,S043,0.0
6269,D006,S043,0.0
6270,D006,S043,0.0
6271,D006,S043,0.0
6272,D006,S043,1.0
6273,D006,S043,1.0
6274,D006,S043,1.0
6275,D006,S043,1.0
6276,D006,S043,1.0
6277,D006,S043,0.0
6278,D006,S043,1.0
6279,D006,S043,0.0
6280,D006,S043,1.0
6281,D006,S043,1.0
6282,D006,S043,1.0
6283,D006,S043,0.0
6284,D006,S043,1.0
6285,D006,S043,0.0
6286,D006,S043,0.0
6287,D006,S043,0.0
6288,D006,S043,1.0
6289,D006,S043,1.0
6290,D006,S043,1.0
6291,D006,S043,1.0
6292,D006,S043,1.0
6293,D006,S043,1.0
6294,D006,S043,1.0
6295,D006,S043,1.0
6296,D006,S043,1.0
6297,D006,S043,0.0
6298,D006,S043,0.0
6299,D006,S043,1.0
6300,D006,S043,0.0
6301,D006,S043,0.0
6302,D006,S043,1.0
6303,D006,S043,1.0
6304,D006,S043,1.0
6305,D006,S043,1.0
6306,D006,S043,0.0
6307,D006,S043,1.0
6308,D006,S043,1.0
6309,D006,S043,0.0
6310,D006,S043,1.0
6311,D006,S043,1.0
6312,D006,S043,1.0
6313,D006,S043,1.0
6314,D006,S043,1.0
6315,D006,S043,0.0
6316,D006,S043,1.0
6317,D006,S043,1.0
6318,D006,S043,1.0
6319,D006,S043,0.0
6320,D006,S043,1.0
6321,D006,S043,1.0
6322,D006,S043,1.0
6323,D006,S043,1.0
6324,D006,S043,1.0
6325,D006,S043,1.0
6326,D006,S043,1.0
6327,D006,S043,1.0
6328,D006,S043,0.0
6329,D006,S043,1.0
6330,D006,S043,0.0
6331,D006,S043,1.0
6332,D006,S043,1.0
6333,D006,S043,1.0
6334,D006,S043,1.0
6335,D006,S043,1.0
6336,D006,S043,0.0
6337,D006,S043,0.0
6338,D006,S043,0.0
6339,D006,S043,1.0
6340,D006,S043,1.0
6341,D006,S043,1.0
6342,D006,S043,0.0
6343,D006,S043,0.0
6344,D006,S043,1.0
6345,D006,S043,0.0
6346,D006,S043,1.0
6347,D006,S043,1.0
6348,D006,S043,1.0
6349,D006,S043,1.0
6350,D006,S043,1.0
6351,D006,S043,1.0
6352,D006,S043,0.0
6353,D006,S043,1.0
6354,D006,S043,1.0
6355,D006,S043,1.0
6356,D006,S043,1.0
6357,D006,S043,1.0
6358,D006,S043,1.0
6359,D006,S043,1.0
6360,D006,S043,1.0
6361,D006,S043,1.0
6362,D006,S043,1.0
6363,D006,S043,1.0
6364,D006,S043,1.0
6365,D006,S043,1.0
6366,D006,S043,1.0
6367,D006,S043,1.0
6368,D006,S043,1.0
6369,D006,S043,1.0
6370,D006,S043,1.0
6371,D006,S043,1.0
6372,D006,S043,1.0
6373,D006,S043,1.0
6374,D006,S043,1.0
6375,D006,S043,1.0
6376,D006,S043,1.0
6377,D006,S043,1.0
6378,D006,S043,1.0
6379,D006,S043,1.0
6380,D006,S043,1.0
6381,D006,S043,1.0
6382,D006,S043,1.0
6383,D006,S043,1.0
6384,D006,S043,1.0
6385,D006,S043,1.0
6386,D006,S043,1.0
6387,D006,S043,1.0
6388,D006,S043,1.0
6389,D006,S043,0.0
6390,D006,S043,1.0
6391,D006,S043,1.0
6392,D006,S043,1.0
6393,D006,S043,1.0
6394,D006,S043,1.0
6395,D006,S043,1.0
6396,D006,S043,1.0
6397,D006,S043,1.0
6398,D006,S043,1.0
6399,D006,S043,1.0
6400,D006,S043,1.0
6401,D006,S043,1.0
6402,D006,S043,1.0
6403,D006,S043,1.0
6404,D006,S043,1.0
6405,D006,S043,1.0
6406,D006,S043,1.0
6407,D006,S043,1.0
6408,D006,S043,1.0
6409,D006,S043,1.0
6410,D006,S043,1.0
6411,D006,S043,1.0
6412,D006,S043,1.0
6413,D006,S043,1.0
6414,D006,S043,1.0
6415,D006,S043,1.0
6416,D006,S043,1.0
6417,D006,S043,1.0
6418,D006,S043,1.0
6419,D006,S043,1.0
6420,D006,S043,1.0
6421,D006,S043,1.0
6422,D006,S043,1.0
6423,D006,S043,1.0
6424,D006,S043,1.0
6425,D006,S043,1.0
6426,D006,S043,1.0
6427,D006,S043,1.0
6428,D006,S043,1.0
6429,D006,S043,1.0
6430,D006,S043,0.0
6431,D006,S043,1.0
6432,D006,S043,1.0
6433,D006,S043,1.0
6434,D006,S043,1.0
6435,D006,S043,1.0
6436,D006,S043,1.0
6437,D006,S043,1.0
6438,D006,S043,1.0
6439,D006,S043,1.0
6440,D006,S043,1.0
6441,D006,S043,1.0
6442,D006,S043,1.0
6443,D006,S043,1.0
6444,D006,S043,0.0
6445,D006,S043,1.0
6446,D006,S043,1.0
6447,D006,S043,1.0
6448,D006,S043,1.0
6449,D006,S043,1.0
6450,D006,S043,1.0
6451,D006,S043,1.0
6452,D006,S043,1.0
6453,D006,S043,1.0
6454,D006,S043,1.0
6455,D006,S043,1.0
6456,D006,S043,1.0
6457,D006,S043,1.0
6458,D006,S043,1.0
6459,D006,S043,1.0
6460,D006,S043,1.0
6461,D006,S043,1.0
6462,D006,S043,1.0
6463,D006,S043,1.0
6464,D006,S043,1.0
6465,D006,S043,1.0
6466,D006,S043,0.0
6467,D006,S043,0.0
6468,D006,S043,1.0
6469,D006,S043,1.0
6470,D006,S043,1.0
6471,D006,S043,1.0
6472,D006,S043,1.0
6473,D006,S043,1.0
6474,D006,S043,1.0
6475,D006,S043,1.0
6476,D006,S043,1.0
6477,D006,S043,1.0
6478,D006,S043,1.0
6479,D006,S043,0.0
6480,D006,S043,0.0
6481,D006,S043,1.0
6482,D006,S043,1.0
6483,D006,S043,1.0
6484,D006,S043,1.0
6485,D006,S043,1.0
6486,D006,S043,1.0
6487,D006,S043,1.0
6488,D006,S043,1.0
6489,D006,S043,1.0
6490,D006,S043,1.0
6491,D006,S043,1.0
6492,D006,S043,1.0
6493,D006,S043,1.0
6494,D006,S043,1.0
6495,D006,S043,1.0
6496,D006,S043,1.0
6497,D006,S043,1.0
6498,D006,S043,1.0
6499,D006,S043,0.0
6500,D006,S043,0.0
6501,D006,S043,1.0
6502,D006,S043,1.0
6503,D006,S043,1.0
6504,D006,S043,0.0
6505,D006,S043,0.0
6506,D006,S043,0.0
6507,D006,S043,1.0
6508,D006,S043,1.0
6509,D006,S043,1.0
6510,D006,S043,1.0
6511,D006,S043,1.0
6512,D006,S043,1.0
6513,D006,S043,1.0
6514,D006,S043,1.0
6515,D006,S043,1.0
6516,D006,S043,1.0
6517,D006,S043,1.0
6518,D006,S043,1.0
6519,D006,S043,1.0
6520,D006,S043,1.0
6521,D006,S043,1.0
6522,D006,S043,1.0
6523,D006,S043,1.0
6524,D006,S043,1.0
6525,D006,S043,1.0
6526,D006,S043,1.0
6527,D006,S043,1.0
6528,D006,S043,1.0
6529,D006,S043,1.0
6530,D006,S043,1.0
6531,D006,S043,1.0
6532,D006,S043,0.0
6533,D006,S043,0.0
6534,D006,S043,1.0
6535,D006,S043,0.0
6536,D006,S043,0.0
6537,D006,S043,0.0
6538,D006,S043,0.0
6539,D006,S043,0.0
6540,D006,S043,0.0
6541,D006,S043,1.0
6542,D006,S043,1.0
6543,D006,S043,0.0
6544,D006,S043,0.0
6545,D006,S043,0.0
6546,D006,S043,1.0
6547,D006,S043,0.0
6548,D006,S043,0.0
6549,D006,S043,0.0
6550,D006,S043,1.0
6551,D006,S043,0.0
6552,D006,S043,1.0
6553,D006,S043,1.0
6554,D006,S043,1.0
6555,D006,S043,0.0
6556,D006,S043,0.0
6557,D006,S043,1.0
6558,D006,S043,1.0
6559,D006,S043,1.0
6560,D006,S043,1.0
6561,D006,S043,1.0
6562,D006,S043,1.0
6563,D006,S043,1.0
6564,D006,S043,1.0
6565,D006,S043,1.0
6566,D006,S043,1.0
6567,D006,S043,1.0
6568,D006,S043,1.0
6569,D006,S043,1.0
6570,D006,S043,1.0
6571,D006,S043,1.0
6572,D006,S043,0.0
6573,D006,S043,1.0
6574,D006,S043,1.0
6575,D006,S043,1.0
6576,D006,S043,1.0
6577,D006,S043,1.0
6578,D006,S043,1.0
6579,D006,S043,0.0
6580,D006,S043,0.0
6581,D006,S043,1.0
6582,D006,S043,1.0
6583,D006,S043,0.0
6584,D006,S043,1.0
6585,D006,S043,1.0
6586,D006,S043,1.0
6587,D006,S043,0.0
6588,D006,S043,0.0
6589,D006,S043,1.0
6590,D006,S043,1.0
6591,D006,S043,1.0
6592,D006,S043,1.0
6593,D006,S043,1.0
6594,D006,S043,1.0
6595,D006,S043,1.0
6596,D006,S043,1.0
6597,D006,S043,1.0
6598,D006,S043,1.0
6599,D006,S043,1.0
6600,D006,S044,0.0
6601,D006,S044,1.0
6602,D006,S044,1.0
6603,D006,S044,1.0
6604,D006,S044,1.0
6605,D006,S044,0.0
6606,D006,S044,1.0
6607,D006,S044,1.0
6608,D006,S044,1.0
6609,D006,S044,1.0
6610,D006,S044,0.0
6611,D006,S044,1.0
6612,D006,S044,1.0
6613,D006,S044,0.0
6614,D006,S044,0.0
6615,D006,S044,1.0
6616,D006,S044,1.0
6617,D006,S044,1.0
6618,D006,S044,1.0
6619,D006,S044,1.0
6620,D006,S044,1.0
6621,D006,S044,0.0
6622,D006,S044,0.0
6623,D006,S044,1.0
6624,D006,S044,1.0
6625,D006,S044,1.0
6626,D006,S044,0.0
6627,D006,S044,1.0
6628,D006,S044,0.0
6629,D006,S044,1.0
6630,D006,S044,0.0
6631,D006,S044,1.0
6632,D006,S044,1.0
6633,D006,S044,1.0
6634,D006,S044,1.0
6635,D006,S044,0.0
6636,D006,S044,1.0
6637,D006,S044,1.0
6638,D006,S044,1.0
6639,D006,S044,1.0
6640,D006,S044,1.0
6641,D006,S044,0.0
6642,D006,S044,0.0
6643,D006,S044,1.0
6644,D006,S044,1.0
6645,D006,S044,1.0
6646,D006,S044,1.0
6647,D006,S044,0.0
6648,D006,S044,1.0
6649,D006,S044,0.0
6650,D006,S044,0.0
6651,D006,S044,0.0
6652,D006,S044,0.0
6653,D006,S044,1.0
6654,D006,S044,1.0
6655,D006,S044,0.0
6656,D006,S044,0.0
6657,D006,S044,1.0
6658,D006,S044,1.0
6659,D006,S044,0.0
6660,D006,S044,1.0
6661,D006,S044,0.0
6662,D006,S044,1.0
6663,D006,S044,0.0
6664,D006,S044,1.0
6665,D006,S044,1.0
6666,D006,S044,1.0
6667,D006,S044,0.0
6668,D006,S044,1.0
6669,D006,S044,0.0
6670,D006,S044,0.0
6671,D006,S044,1.0
6672,D006,S044,1.0
6673,D006,S044,1.0
6674,D006,S044,1.0
6675,D006,S044,1.0
6676,D006,S044,0.0
6677,D006,S044,1.0
6678,D006,S044,0.0
6679,D006,S044,0.0
6680,D006,S044,1.0
6681,D006,S044,0.0
6682,D006,S044,1.0
6683,D006,S044,1.0
6684,D006,S044,1.0
6685,D006,S044,1.0
6686,D006,S044,1.0
6687,D006,S044,0.0
6688,D006,S044,0.0
6689,D006,S044,1.0
6690,D006,S044,1.0
6691,D006,S044,1.0
6692,D006,S044,1.0
6693,D006,S044,0.0
6694,D006,S044,1.0
6695,D006,S044,1.0
6696,D006,S044,0.0
6697,D006,S044,1.0
6698,D006,S044,1.0
