,dyad,time,onset,offset
177,D020,2,,
178,D020,3,,
179,D020,4,,
180,D021,-4,-1.5212813654359882,1.772286255984723
181,D021,-3,-1.288159661684163,1.1491068964927105
182,D021,-2,-0.9059893686008083,-0.38302333261420035
183,D021,-1,-0.3913476857513598,-1.6214181558499714
184,D021,0,1.3872663039268065,-0.05674120822459519
185,D021,1,0.37818311301372354,-0.9660816042063085
186,D021,2,1.0811384053723663,-0.6779156171282352
187,D021,3,0.7348512387943905,0.21928487158604948
188,D021,4,0.5253390203650178,0.564501893959839
189,D022,-4,,
190,D022,-3,,
191,D022,-2,,
192,D022,-1,,
193,D022,0,,
194,D022,1,,
195,D022,2,,
196,D022,3,,
197,D022,4,,
198,D023,-4,,
199,D023,-3,,
200,D023,-2,,
201,D023,-1,,
202,D023,0,,
203,D023,1,,
204,D023,2,,
205,D023,3,,
206,D023,4,,
207,D024,-4,-0.07890195503462402,1.1813365033092622
208,D024,-3,2.070646716599696,-1.5155671219624334
209,D024,-2,0.8612748737594599,-0.5264119190672621
210,D024,-1,-0.4415891621020198,-0.4061067322630244
211,D024,0,-1.080730265529675,-0.9878711883136837
212,D024,1,-0.8108986526913212,0.03533808167831797
213,D024,2,-1.0450426504438168,-0.06321632029274786
214,D024,3,0.8600372712422975,0.341426411900378
215,D024,4,-0.33479617579999094,1.9410722850112017
216,D025,-4,,
217,D025,-3,,
218,D025,-2,,
219,D025,-1,,
220,D025,0,,
221,D025,1,,
222,D025,2,,
223,D025,3,,
224,D025,4,,
225,D026,-4,,
226,D026,-3,,
227,D026,-2,,
228,D026,-1,,
229,D026,0,,
230,D026,1,,
231,D026,2,,
232,D026,3,,
233,D026,4,,
234,D027,-4,,
235,D027,-3,,
236,D027,-2,,
237,D027,-1,,
238,D027,0,,
239,D027,1,,
240,D027,2,,
241,D027,3,,
242,D027,4,,
243,D028,-4,,
244,D028,-3,,
245,D028,-2,,
246,D028,-1,,
247,D028,0,,
248,D028,1,,
249,D028,2,,
250,D028,3,,
251,D028,4,,
252,D029,-4,,
253,D029,-3,,
254,D029,-2,,
255,D029,-1,,
256,D029,0,,
257,D029,1,,
258,D029,2,,
259,D029,3,,
260,D029,4,,
261,D030,-4,,
262,D030,-3,,
263,D030,-2,,
264,D030,-1,,
265,D030,0,,
266,D030,1,,
267,D030,2,,
268,D030,3,,
269,D030,4,,
270,D031,-4,0.4118726188678395,-0.09061453617913012
271,D031,-3,0.8263306979816918,0.9043883110123956
272,D031,-2,-0.20267869102458855,1.0505267520588264
273,D031,-1,1.343484543832842,0.708860651932601
274,D031,0,0.323982642382088,0.5718404597715924
275,D031,1,0.8333723431917484,-1.2225491711183656
276,D031,2,-0.7937631614633671,-1.7202997820640107
277,D031,3,-2.116634272825973,-1.040833951501402
278,D031,4,-0.6259667209422703,0.8386812660874906
279,D032,-4,,
280,D032,-3,,
281,D032,-2,,
282,D032,-1,,
283,D032,0,,
284,D032,1,,
285,D032,2,,
286,D032,3,,
287,D032,4,,
288,D033,-4,0.10502706139204637,0.7089665844434875
289,D033,-3,2.374214758574564,-0.18027204312313477
290,D033,-2,-0.8886346871246581,-0.7869546284415977
291,D033,-1,-1.4149216676092047,-1.0205363898304491
292,D033,0,-0.5417099219287128,-1.196430145892859
293,D033,1,0.17050356806648348,-1.03326724544541
294,D033,2,0.4314640441599681,0.8474281681826112
295,D033,3,-0.22724588844207697,1.482552811789177
296,D033,4,-0.008697267088390937,1.178512888318173
297,D034,-4,,
298,D034,-3,,
299,D034,-2,,
300,D034,-1,,
301,D034,0,,
302,D034,1,,
303,D034,2,,
304,D034,3,,
305,D034,4,,
306,D035,-4,,
307,D035,-3,,
308,D035,-2,,
309,D035,-1,,
310,D035,0,,
311,D035,1,,
312,D035,2,,
313,D035,3,,
314,D035,4,,
315,D036,-4,-1.1689065522469198,-0.14379052145256851
316,D036,-3,1.3390255053680675,-0.31301146209131736
317,D036,-2,-0.07326509346038476,0.9457310145419674
318,D036,-1,-1.7970810867984959,-1.5589829529190051
319,D036,0,1.1176579618930724,-1.440232371876901
320,D036,1,-0.4668151865025466,0.13731802025871925
321,D036,2,-0.2021256414859683,1.1732737570189142
322,D036,3,1.0224480587989546,-0.2269486089579574
323,D036,4,0.22906203443420964,1.4266431254781435
324,D037,-4,-2.0405140170462226,0.04772522837427182
325,D037,-3,0.8482864690429741,-0.8831598156418595
326,D037,-2,1.0132052797995506,0.20265966567245197
327,D037,-1,-0.2652147517550877,1.27989970353336
328,D037,0,-0.739583317766783,0.3546969255189696
329,D037,1,0.4342875687669352,-2.1157220831977184
330,D037,2,1.371285647297326,-0.6150248446825903
331,D037,3,0.013536095626254133,1.042788492558036
332,D037,4,-0.6352889739649414,0.6861367278650825
333,D038,-4,,
334,D038,-3,,
335,D038,-2,,
336,D038,-1,,
337,D038,0,,
338,D038,1,,
339,D038,2,,
340,D038,3,,
341,D038,4,,
342,D039,-4,,
343,D039,-3,,
344,D039,-2,,
345,D039,-1,,
346,D039,0,,
347,D039,1,,
348,D039,2,,
349,D039,3,,
350,D039,4,,
351,D040,-4,,
352,D040,-3,,
353,D040,-2,,
354,D040,-1,,
355,D040,0,,
356,D040,1,,
357,D040,2,,
358,D040,3,,
359,D040,4,,
360,D041,-4,,
361,D041,-3,,
362,D041,-2,,
363,D041,-1,,
364,D041,0,,
365,D041,1,,
366,D041,2,,
367,D041,3,,
368,D041,4,,
369,D042,-4,,
370,D042,-3,,
371,D042,-2,,
372,D042,-1,,
373,D042,0,,
374,D042,1,,
375,D042,2,,
376,D042,3,,
377,D042,4,,
378,D043,-4,-1.6496809588382835,-0.6868796335814935
379,D043,-3,-0.16640340049892008,-0.4062534640603712
380,D043,-2,-0.3525164977204128,-1.389749099264325
381,D043,-1,1.1216078101856264,0.08660938384240843
382,D043,0,1.2751513186532182,-1.0370659231842263
383,D043,1,-0.14464879148740706,-0.05968010922511709
384,D043,2,0.3480821923590976,1.395846010873653
385,D043,3,1.0104503918804535,0.27472264763341353
386,D043,4,-1.4420420645333647,1.8224501869660696
387,D044,-4,,
388,D044,-3,,
389,D044,-2,,
390,D044,-1,,
391,D044,0,,
392,D044,1,,
393,D044,2,,
394,D044,3,,
395,D044,4,,
396,D045,-4,-0.8368347077402428,0.9691417303778712
397,D045,-3,1.4608106841229311,0.8083120876290578
398,D045,-2,0.9206641250848747,-2.2602052686602114
399,D045,-1,-0.17750301973623298,-0.004027670492661515
400,D045,0,1.4824299196371522,-0.9446183281998171
401,D045,1,-0.07444017516378408,0.8960994179270605
402,D045,2,-1.2170106309872915,0.6410419901190378
403,D045,3,-0.3383244236680142,0.2529287061846628
404,D045,4,-1.2197917715493938,-0.35867266488499805
405,D046,-4,,
406,D046,-3,,
407,D046,-2,,
408,D046,-1,,
409,D046,0,,
410,D046,1,,
411,D046,2,,
412,D046,3,,
413,D046,4,,
414,D047,-4,,
415,D047,-3,,
416,D047,-2,,
417,D047,-1,,
418,D047,0,,
419,D047,1,,
420,D047,2,,
421,D047,3,,
422,D047,4,,
