,dyad,between,during
55,D007,0.5370985981407438,-0.689528107865784
56,D007,0.5480118616276534,-0.20291251719258802
57,D007,-0.2817907332771769,-1.5651449495036702
58,D007,1.1391241767239895,-0.38220332432878107
59,D007,0.7399156649053685,1.0795951475841563
60,D007,0.7322026048254816,0.3816029701259889
61,D007,-0.05451658915281448,1.5006181312732327
62,D007,-2.0690453627520897,1.0153628348835115
63,D008,0.3902245454593936,-1.8102344692917045
64,D008,-0.1424917051122058,-1.4133454773082392
65,D008,1.3043420672525055,-0.028958032850247013
66,D008,0.5068580630045797,0.7202025822970769
67,D008,-1.526620829675709,1.0865868794018212
68,D008,-1.759881876475105,1.075429900964201
69,D008,0.02493724816732706,-0.5971071992480277
70,D008,1.2003437475308454,0.6324770169469354
71,D008,0.002288739848371516,0.3349487990881842
72,D009,0.031005565568087753,-1.2716502421538662
73,D009,0.42345433502345925,1.025789575712929
74,D009,1.192774989195936,0.9619172354974939
75,D009,-0.1283041358772776,0.4851874177121462
76,D009,1.6538049324750563,0.6386056208120928
77,D009,-1.9253706477351702,0.3188329889835252
78,D009,-0.7132108975356491,0.6945734666935333
79,D009,0.11180151255459536,-1.1947543439831456
80,D009,-0.6459556536690313,-1.658501719274702
81,D010,-0.8840779696073382,-0.8502972425164352
82,D010,-0.19849616867218706,-1.7151365060420158
83,D010,-0.5197450179306409,-0.5776675502521075
84,D010,0.30194203522358976,0.08441610029283989
85,D010,1.0585586010685653,1.6269295485204185
86,D010,2.228597864392665,-0.729894763517014
87,D010,-0.18920482628939533,0.31034499397623183
88,D010,-1.0976229259148491,0.9748943245777824
89,D010,-0.6999515922704096,0.8764110949603051
90,D011,-0.9884254409605654,1.3841359011725394
91,D011,1.8431411133834956,0.8786931687223833
92,D011,1.0685894899397972,-0.08191809116666975
93,D011,-0.34037556761071935,0.7633430603076979
94,D011,0.6638631009296763,0.3541882575860324
95,D011,-0.21671697933418232,-0.4822562061340455
96,D011,-0.2727641006170005,-1.433670847302892
97,D011,-0.08431514388741829,-1.776051669684892
98,D011,-1.6729964718430788,0.39353642649984616
99,D012,0.2782866215431602,1.157714806785429
100,D012,1.430211213913193,1.1240709492582508
101,D012,-0.26084307967543996,-0.32237269614469266
102,D012,-1.064604536051815,-0.2397329953880972
103,D012,-1.981871017863967,0.3353155037421913
104,D012,0.9868024823622698,-0.937680640298425
105,D012,-0.4201573249164713,0.8382978400284457
106,D012,0.6961061312575761,0.16852024374160132
107,D012,0.3360695094314959,-2.1241330117247017
108,D013,-1.8767582749340876,-0.18622205565473363
109,D013,-0.4169350365630847,-0.30317209657834315
110,D013,1.2102493661311575,-1.4715160264400244
111,D013,-0.9477194012072475,-0.8964988204727058
112,D013,1.594695214759277,-0.5791035227979315
113,D013,0.30056348525420795,1.0834728570161054
114,D013,0.3691146270940427,-0.5041329555690838
115,D013,-0.38515449130708235,1.2565450010973511
116,D013,0.15194451077281637,1.600627619399355
117,D014,-0.446368806963608,0.6031506539168806
118,D014,-0.29972624411742704,-0.14568610765286136
119,D014,-2.1820321055680116,1.554002751696602
120,D014,-0.38722993288295265,1.2825834696232905
121,D014,0.6642700020168455,-0.34133115975944117
122,D014,0.4346709867113088,-1.5507292092673333
123,D014,0.8993992514542335,0.4609791272351619
124,D014,-0.20558900316165518,-0.7241897870458276
125,D014,1.5226058525112667,-1.1387797387464722
126,D015,-0.7614551377090794,-0.2204786706127708
127,D015,-0.11001202578322261,-1.4528513863355637
128,D015,1.7440437510102027,0.7535282112203143
129,D015,0.3639376848457159,1.9282068263941814
130,D015,0.0015864542592478271,-1.3286701627832047
131,D015,0.735289104480298,-0.3896355770528653
132,D015,0.8466662529404925,-0.2141685813950166
133,D015,-1.4033311359360547,0.17495877800729184
134,D015,-1.4167249481076045,0.749110562557639
135,D016,-1.1829738771543807,1.0938108782691778
136,D016,0.5455860409906719,1.2796447331541196
137,D016,0.945154199728595,-0.65647157698471
138,D016,1.7587525582745989,-0.4767741127808981
139,D016,0.19675884158196547,0.25008925817435257
140,D016,0.3495353323942026,-2.0332073740587284
141,D016,-0.15282847997635865,-0.7131161713191421
142,D016,-0.999369276072323,0.7117035601180582
143,D016,-1.4606153397669774,0.544320805427782
144,D017,-0.47396891964266225,0.6783589782635249
145,D017,0.6122495606526489,-1.3276660197548333
146,D017,-0.27808576902461285,0.40155249889761485
147,D017,-0.9512116072563043,0.26565517304680947
148,D017,-0.05880700130575147,0.6397427548726516
149,D017,-0.08152622180726835,1.6974166297562954
150,D017,0.8733790617053542,0.14634212241280745
151,D017,1.9930143024201488,-1.0216829413528152
152,D017,-1.6350434057415526,-1.479719196142052
153,D018,-0.9967756122651843,-0.37700551241645963
154,D018,-0.5422474979930202,-2.065684163752805
155,D018,0.6475928542267333,0.07331409723439351
156,D018,0.6605010396656681,1.2321223899480644
157,D018,1.7632129686688809,0.7182846325410539
158,D018,-0.9445545114870814,1.2565610110244834
159,D018,-1.5443402111312292,0.3094885475402847
160,D018,0.5593170319747671,-0.2428168422274287
161,D018,0.39729393834047205,-0.9042641598915929
162,D019,0.08104955988541768,-1.469448541671221
163,D019,0.072580008767278,-0.4218338408815712
164,D019,-0.30604010951777,0.01705128728140376
165,D019,-1.735848388010776,0.6250174770172032
166,D019,-1.1154869706716504,1.5945870926889436
167,D019,0.24364570001147517,1.5537705944039661
168,D019,2.082417056479155,-0.500141067721259
169,D019,0.26278071038046524,-0.49191686878328555
170,D019,0.41490243267640103,-0.9070861323341759
171,D020,-0.6193886146602583,0.41541778592211837
172,D020,0.3079784573485604,1.341796486764078
173,D020,0.8238093668183651,1.163571959142939
174,D020,0.9243299542146217,0.25784731765412494
175,D020,0.7914927647286795,0.4746427135688433
176,D020,-0.22207603292484657,-0.21023562500644405
177,D020,1.1271100326901222,-0.2122121921648649
178,D020,-1.3081155523493242,-1.8064382351698336
179,D020,-1.8251403758659153,-1.42439021071096
180,D021,-1.6583518969865911,-1.0130278100114278
181,D021,-0.3628150953661127,-0.8094189622608235
182,D021,1.6080989669987003,-1.5857858233448316
183,D021,-0.44242601703078405,0.2640385627219139
184,D021,0.3737724192892553,0.3212744521319339
185,D021,-1.2050476528476897,1.2526112403107974
186,D021,0.24403656295401252,1.5820533053376877
187,D021,1.28898100238095,0.5227903276616742
188,D021,0.15375171060826548,-0.534535292546927
189,D022,-2.462196656535655,-0.7582699773751527
190,D022,0.028921629011725444,0.7904203382844275
191,D022,-0.07105482967373135,1.744227661160494
192,D022,0.523118091537286,1.047303290842255
193,D022,0.8313870141522683,-0.1072811142942914
194,D022,-0.09269484747997735,-0.2557585095391694
195,D022,1.3029321526793436,-1.511326404088734
196,D022,0.32951312946201244,0.17705514153345514
197,D022,-0.3899256831532603,-1.1263704265232881
198,D023,-0.23528813352406455,-0.2384232297631368
199,D023,-0.9482327664813686,0.580086043704054
200,D023,0.8111977337126093,0.8036212427472287
201,D023,-0.01815942388523744,0.9488308939766243
202,D023,0.930490187542842,1.0649228657743137
203,D023,-0.10917572777894335,-0.7784819658303925
204,D023,0.4445859702326421,-0.21799253129451138
205,D023,-2.1594168475531887,0.13004234703065695
206,D023,1.2839990077347063,-2.2926056663448366
207,D024,-0.6903901828188704,0.5707106613714878
208,D024,1.6602665070609857,1.5785738471333182
209,D024,0.8170935197120315,0.9196160770422896
210,D024,-0.045856034315083075,-0.02956699550197126
211,D024,-0.29725246449150794,-1.8627593120258625
212,D024,-0.06802510363007655,-0.43172789614443624
213,D024,0.5205505768898638,0.012694754094988391
214,D024,0.2632171523268213,-1.2131773452203416
215,D024,-2.1596039707341643,0.4556362092505337
216,D025,-0.9262272689117214,-2.433995862671441
217,D025,-1.0501703840436019,-0.4123246381804095
218,D025,-1.400334651101386,0.28053153306440626
219,D025,0.4559614500120389,0.8249951370743791
220,D025,-0.5277677711923503,0.050039085340229134
221,D025,0.4766421959060946,1.0018881147895158
222,D025,1.774143167686975,0.9799557940867845
223,D025,1.098771725448072,0.1165375642167141
224,D025,0.09898153619587176,-0.40762672772018194
225,D026,0.6164231189486782,1.6948954395268285
226,D026,-0.8326342228359791,0.2913802164473888
227,D026,-0.9447443682155694,-0.4733786457141978
228,D026,1.3096947057286874,0.6255967244544032
229,D026,2.0228870212166674,0.22175507262666244
230,D026,-0.604822936259066,0.9220724115264085
231,D026,-0.6856557332627357,-1.4699726939999198
232,D026,-0.47720467411943607,-1.5080265123398369
233,D026,-0.4039429112012561,-0.30432201252773516
234,D027,-1.2728410565224102,2.044047438946863
235,D027,-1.3375048980958348,-0.38134065027770525
236,D027,-1.0827290917176813,0.5326807373801832
237,D027,0.33427295501978643,-0.5107773768981587
238,D027,0.856934990426794,-0.2779004269251463
239,D027,0.40558676253362963,-0.8121626711122213
240,D027,0.8692235788276182,-1.2793387677312924
241,D027,1.588129226928964,1.21526259992117
242,D027,-0.3610724674008649,-0.5304708833036815
243,D028,-0.42156799640748244,0.23107938290945412
244,D028,1.3577247705786293,-1.1921697533554967
245,D028,0.5503587630261566,0.9365794253223025
246,D028,-0.3493363526861994,0.6146189994980845
247,D028,0.24286302640213764,0.6820394678226549
248,D028,-0.39861633312092964,-1.53002785415329
249,D028,0.28952584049577923,-1.3535217070534908
250,D028,1.0144592059972972,1.2142984474319671
251,D028,-2.285410924285385,0.3971035915778003
252,D029,-1.3046241427775649,0.5316901517694714
253,D029,-1.5766613897058201,0.890291907862713
254,D029,-0.39486590635573293,0.4245947555299593
255,D029,1.1982456733524012,-1.632941903168731
256,D029,0.3777256669812349,0.272991357495796
257,D029,0.7504563660550558,1.2377521304592431
258,D029,-0.4763332506588542,0.39542746261680356
259,D029,-0.08409410519989365,-0.32908147827263373
260,D029,1.5101510883091633,-1.7907243842926264
261,D030,0.9284495225936615,0.8320238088637424
262,D030,-0.3573382914435,1.5735737818049842
263,D030,-1.310603015644353,-0.6770878923070828
264,D030,-0.9956721159857744,-1.565912739850589
265,D030,-1.543835481632013,-0.9756060805322794
266,D030,0.5935154377998187,0.08272831291901832
267,D030,0.5985576080600811,0.2177883669591096
268,D030,0.9216907237767055,-0.6881223482447548
269,D030,1.1652356124753853,1.2006147903878372
270,D031,0.7032827348760007,-1.126472545085528
271,D031,-0.640890951712716,-0.14727460365770745
272,D031,-1.7285678546107506,1.2955856788705151
273,D031,-0.6419781501956057,-0.6284256027650716
274,D031,-0.3590264157170337,-0.688287477677638
275,D031,1.7449972271989114,1.5184634522759857
276,D031,1.2069169216003017,0.21750245297511187
277,D031,-0.03404067970818208,0.9438962039082968
278,D031,-0.25069283173090895,-1.3849875588439582
279,D032,1.3065683600977729,-1.6203784760650273
280,D032,1.246336513705648,-0.18176154353608692
281,D032,1.1795191299107144,-0.6291438274731725
282,D032,0.26478796539725197,-0.27420519967085066
283,D032,-0.08166673404525626,1.607760398386442
284,D032,-1.200654980313179,1.6380374367257846
285,D032,-1.2904822909545937,0.3559522577055882
286,D032,-0.43825967513505326,-0.2558783389548892
287,D032,-0.9861482886633054,-0.6403827071177882
288,D033,0.5335125308309772,-1.2740565451898616
289,D033,0.6538650175494898,-0.7462155062686172
290,D033,-1.891695040770811,-1.6845532257647087
291,D033,-1.0292962117407507,0.658969735861982
292,D033,0.4852426644501292,1.6920428589996175
293,D033,-0.8509863569247943,0.5191155201283298
294,D033,0.6485393237945974,0.49445637153043576
295,D033,-0.05471469791804563,0.40794669072374545
296,D033,1.505532770729212,-0.06770590002093266
297,D034,0.09197278112020138,0.908574582481334
298,D034,1.0880958419496745,0.10364217199674236
299,D034,1.1283962146734152,1.6885084689991239
300,D034,0.6619139856996878,0.8279885133619952
301,D034,0.9894434914448504,-0.43536679964081804
302,D034,-0.27972482962586276,0.19093848087459464
303,D034,-0.8164462358278481,-0.6614027155422896
304,D034,-1.8006766829022347,-0.7996247050631928
305,D034,-1.0629745665318882,-1.8232579974674992
306,D035,1.1214284073213903,0.019865970477126328
307,D035,-0.3658004465882209,0.7676373147305033
308,D035,-2.2425539692801078,1.3187924564950912
309,D035,-0.21590969748669306,-1.4413620220600247
310,D035,1.3197696233087743,-0.8475326699557434
311,D035,0.003755482702632539,-0.26128490564180945
312,D035,-0.31124123544943194,-1.4229088058773196
313,D035,0.8226725402029692,0.7921661026220193
314,D035,-0.1321207047313052,1.0746265592101683
315,D036,-1.498726136885424,-0.33144907074893865
316,D036,0.7683459837008496,1.2392273342007112
317,D036,-0.27256610211562887,1.1832789748713022
318,D036,-0.8275854538964922,-1.76237159363294
319,D036,0.22678977995728736,1.1562000338745089
320,D036,-1.2548228683308171,0.25333828477777015
321,D036,0.11846325012683002,-0.2810926885667414
322,D036,1.2988165457718253,-0.3369365521191702
323,D036,1.441285001671555,-1.120194722656505
324,D037,0.057433966493601184,-1.885578588279849
325,D037,0.24152002909812195,0.5351516392279765
326,D037,2.0036169235572934,1.277188581017751
327,D037,-0.6520831636386419,0.23113473089590442
328,D037,-0.5453918836749944,-1.305358840097808
329,D037,-1.6759047920543153,0.08321457500596825
330,D037,0.30000853344915074,1.1849280822728923
331,D037,0.9309803158999806,-0.4794757453541016
332,D037,-0.6601799291302071,0.3587955653112464
333,D038,-1.118992222133348,-0.48018124443579396
334,D038,-2.1605475457988113,-1.8089246611458443
335,D038,-0.17229727822055796,0.3965208049762118
336,D038,0.8517601461282699,0.22685046455130697
337,D038,0.04257901331330109,-1.0786693948092523
338,D038,0.9657445819090476,0.5781579241546049
339,D038,1.1337214930847443,-0.3804898768143513
340,D038,0.23151055181403832,0.8244644492608031
341,D038,0.22652125990331004,1.7222715342623294
342,D039,1.8985754682646556,0.06851812559354076
343,D039,0.6215062326162545,1.5441989918746255
344,D039,0.9224503098295764,-0.01393997033958885
345,D039,-1.4815930699738482,-1.1125220345128142
346,D039,-1.0318310508196233,-1.937594551364007
347,D039,0.025025258190701286,0.33851030849402686
348,D039,-0.6671050993230998,0.16612993908327378
349,D039,-0.5971577447848134,1.1903832173686697
350,D039,0.3101296960001953,-0.24368402619772017
351,D040,1.1566200062686998,0.4516386882621524
352,D040,0.8900327846508931,-1.035932568004114
353,D040,-0.731492755577217,-0.7459212752741005
354,D040,0.5904694767786816,-1.8558154752010774
355,D040,-0.09250670637095926,0.6763207572610549
356,D040,0.4743549109319682,1.4813237207534022
357,D040,-2.3971321942330253,0.8269583295579338
358,D040,0.07081266613182448,-0.327386653877597
359,D040,0.03884181141912098,0.5288144765223561
360,D041,1.140616813322063,-1.117767480109856
361,D041,0.6580838492030218,-0.8291334884017432
362,D041,-1.654552211119319,0.5433998660341377
363,D041,-1.6713626428885673,1.4410152443008486
364,D041,-0.2704597962661026,1.2175748464028364
365,D041,0.43027907135496124,0.7970478676462907
366,D041,0.9647641798983616,0.007088140033596523
367,D041,0.6833986446529382,-0.5535361770850189
368,D041,-0.2807679081573502,-1.5056888188210886
369,D042,-0.5700279924857606,1.204234199686956
370,D042,-0.17391305075782135,-2.349000764674156
371,D042,1.569561124389998,-0.2422233904444417
372,D042,0.5277540107454589,0.39572685131817625
373,D042,0.5464904382297135,0.9497360519833633
374,D042,-0.6442491824318811,-0.3508358594124163
375,D042,-1.7966978257713535,-0.3255061093200514
376,D042,-0.6819709420332021,-0.10368678538397609
377,D042,1.2230534201148509,0.821555806246545
378,D043,-2.033740601891807,0.05950340625648732
379,D043,0.21433222976206034,-0.6777324954109131
380,D043,0.16889603553563529,-0.5232915975064096
381,D043,0.3484614860281412,0.558269325547953
382,D043,1.4987358036396856,1.8629265295914443
383,D043,-1.1979879584666153,1.1649482626966472
384,D043,-0.29155481288672147,-0.10895364056036691
385,D043,0.8279234622730768,-0.7293762411351019
386,D043,0.4649343560065505,-1.606293549479705
387,D044,0.31365989463339794,-2.13380126392787
388,D044,1.9236262059798437,-0.2544584528639942
389,D044,-0.15409151092974535,0.40627873887488775
390,D044,-0.014152144970095258,0.444870646862968
391,D044,-0.3693290190633107,1.1010718377973474
392,D044,-1.441871062370555,1.3909115956059515
393,D044,1.290831485601919,0.21675960757205434
394,D044,-0.9939933141366623,-0.8492837779836212
395,D044,-0.5546805347448104,-0.32234893193772896
396,D045,-1.5057463749535442,-1.1765986975492633
397,D045,-0.1314581428983682,1.007235209748351
398,D045,-0.2888025050596353,0.9602933300267839
399,D045,-1.1411262993323126,0.8831039876526035
400,D045,0.6945345669923767,1.186749293689097
401,D045,1.7744748996413842,-0.5993078490341429
402,D045,1.2147824295128082,-1.7260003824460055
403,D045,-0.18007015592767647,-0.20039867471012238
404,D045,-0.43658841797503695,-0.3350762173772994
405,D046,-0.023208850977686445,0.6247307607090747
406,D046,0.10947804267218815,0.18266856522669608
407,D046,0.5817143387818151,1.2992263455621342
408,D046,0.6273329405973003,-0.2776541080869198
409,D046,0.705553901165498,0.2431576729689035
410,D046,0.6715988364585788,0.923086589770074
411,D046,-2.6984039849266526,0.3232609553657489
412,D046,0.12469482509105373,-1.2788395572743647
413,D046,-0.09876004886209892,-2.039637224241343
414,D047,-0.9980520704774277,-0.08961668543582532
415,D047,-0.7689153606961241,0.2115637907854007
416,D047,-0.06241144650166113,-0.61178846042857
417,D047,-0.8032793061143036,1.4297381306102144
418,D047,-0.23896788577608802,0.46413928482736405
419,D047,-0.055869432144642864,1.0282424054688233
420,D047,0.653787987257587,0.31339956870456526
421,D047,2.495339990799075,-2.2060474021378065
422,D047,-0.22163247634641867,-0.5396306323941586
